# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003741.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003741.1.all.q/CM03_F_S_S5/counts.txt" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam
Tb927.8.2350	Tb927_08_v5.1	704416	705801	+	1386	484	359	125	714
Tb927.8.2360	Tb927_08_v5.1	705895	706679	+	785	51	47	4	54
Tb927.8.2370	Tb927_08_v5.1	706786	711807	+	5022	2205	1596	609	4909
Tb927.8.2380	Tb927_08_v5.1	712995	717111	+	4117	2594	1996	598	6452
Tb927.8.2390	Tb927_08_v5.1	717467	722349	+	4883	2581	1930	651	5700
Tb927.8.2395	Tb927_08_v5.1	722512	723148	+	637	119	62	57	124
Tb927.8.2400	Tb927_08_v5.1	723279	724400	+	1122	249	198	51	1000
Tb927.8.2410	Tb927_08_v5.1	724694	725801	+	1108	1245	941	304	2038
Tb927.8.2420	Tb927_08_v5.1	725932	727403	+	1472	1075	832	243	3073
Tb927.8.2430	Tb927_08_v5.1	727512	731503	+	3992	1864	1321	543	4504
Tb927.8.2440	Tb927_08_v5.1	731962	732913	+	952	548	402	146	781
Tb927.8.2450	Tb927_08_v5.1	733142	734793	+	1652	957	707	250	2747
Tb927.8.2460	Tb927_08_v5.1	734906	735789	+	884	191	152	39	755
Tb927.8.2470	Tb927_08_v5.1	736651	737076	+	426	105	57	48	108
Tb927.8.2480	Tb927_08_v5.1	737509	739280	+	1772	336	279	57	906
Tb8.NT.41	Tb927_08_v5.1	739390	739601	+	212	31	30	1	43
Tb927.8.2490	Tb927_08_v5.1	739706	740872	+	1167	678	411	267	793
Tb927.8.2500	Tb927_08_v5.1	741004	741895	+	892	865	647	218	2363
Tb927.8.2510	Tb927_08_v5.1	742173	743072	+	900	787	687	100	1618
Tb927.8.2520	Tb927_08_v5.1	743167	748045	+	4879	823	737	86	1904
Tb927.8.2530	Tb927_08_v5.1	747466	748791	+	1326	92	90	2	151
Tb927.8.2540	Tb927_08_v5.1	749345	751477	+	2133	606	343	263	900
Tb927.8.2550	Tb927_08_v5.1	751641	755569	+	3929	2460	2112	348	9686
Tb927.8.2560	Tb927_08_v5.1	755488	756437	+	950	433	399	34	1730
Tb927.8.2570	Tb927_08_v5.1	756297	758354	+	2058	1506	1053	453	5353
Tb927.8.2580	Tb927_08_v5.1	758535	761843	+	3309	1492	1205	287	3785
Tb927.8.2590	Tb927_08_v5.1	762392	764086	+	1695	463	405	58	2650
Tb927.8.2600	Tb927_08_v5.1	764939	766887	+	1949	887	824	63	2403
Tb8.NT.42	Tb927_08_v5.1	767297	767521	+	225	135	133	2	2158
Tb927.8.2610	Tb927_08_v5.1	767620	770026	+	2407	733	611	122	1849
Tb927.8.2620	Tb927_08_v5.1	770837	773457	+	2621	1007	754	253	21129
Tb927.8.2630	Tb927_08_v5.1	774188	776651	+	2464	689	572	117	2012
Tb927.8.2640	Tb927_08_v5.1	778840	782385	+	3546	1482	1182	300	3048
Tb927.8.2650	Tb927_08_v5.1	783443	784773	+	1331	823	536	287	1078
Tb927.8.2660	Tb927_08_v5.1	784906	791740	+	6835	2296	2001	295	6961
Tb927.8.2663	Tb927_08_v5.1	793455	793527	+	73	193	162	31	266
Tb927.8.2666	Tb927_08_v5.1	793613	793684	-	72	125	111	14	210
Tb927.8.2670	Tb927_08_v5.1	794576	795942	+	1367	147	118	29	163
Tb927.8.2680	Tb927_08_v5.1;Tb927_08_v5.1	796080;796200	798142;798142	+;+	2063	1020	793	227	2317
Tb927.8.2690	Tb927_08_v5.1	798312	803188	+	4877	2338	1706	632	5197
Tb927.8.2700	Tb927_08_v5.1	803368	804088	+	721	152	88	64	745
Tb927.8.2710	Tb927_08_v5.1	804341	806699	+	2359	2711	2167	544	5071
Tb927.8.2720	Tb927_08_v5.1	806855	808193	+	1339	1141	908	233	1747
Tb927.8.2730	Tb927_08_v5.1	808337	810316	+	1980	1121	1007	114	2159
Tb927.8.2740	Tb927_08_v5.1	810416	811569	+	1154	581	521	60	3253
Tb927.8.2750	Tb927_08_v5.1	813362	815396	+	2035	595	523	72	762
Tb927.8.2760	Tb927_08_v5.1	815506	817052	+	1547	759	653	106	1774
Tb927.8.2770	Tb927_08_v5.1	817161	828121	+	10961	6247	4920	1327	18598
Tb927.8.2780	Tb927_08_v5.1	828306	830608	+	2303	141	107	34	666
Tb927.8.2790	Tb927_08_v5.1	837609	837978	+	370	3	0	3	3
Tb927.8.2800	Tb927_08_v5.1	838351	839679	+	1329	290	268	22	521
Tb927.8.2810	Tb927_08_v5.1	839858	842576	+	2719	2291	1489	802	4894
Tb927.8.2820	Tb927_08_v5.1	842710	847057	+	4348	547	500	47	2522
Tb927.8.2830	Tb927_08_v5.1	847223	850113	+	2891	1882	1610	272	5126
Tb927.8.2840	Tb927_08_v5.1	850222	851750	+	1529	743	563	180	941
Tb927.8.2850	Tb927_08_v5.1	851926	853813	+	1888	578	511	67	3257
Tb927.8.2851	Tb927_08_v5.1	854289	854362	-	74	22	18	4	59
Tb927.8.2852	Tb927_08_v5.1	854457	854528	+	72	8	4	4	8
Tb927.8.2853	Tb927_08_v5.1	854585	854657	+	73	20	8	12	132
Tb927.8.2854	Tb927_08_v5.1	854728	854800	+	73	39	16	23	45
Tb927.8.2855	Tb927_08_v5.1	857771	857845	-	75	368	334	34	1166
Tb927.8.2856	Tb927_08_v5.1	858106	858177	+	72	250	207	43	350
Tb927.8.2857	Tb927_08_v5.1	858265	858346	+	82	40	33	7	66
Tb927.8.2858	Tb927_08_v5.1	858430	858501	-	72	95	93	2	386
Tb927.8.2859	Tb927_08_v5.1	858599	858670	+	72	260	250	10	427
Tb927.8.2861	Tb927_08_v5.1	860996	861256	-	261	171	147	24	194
Tb927.8.2862	Tb927_08_v5.1	861366	861438	+	73	18	12	6	20
Tb927.8.2863	Tb927_08_v5.1	861528	861599	-	72	11	5	6	11
Tb927.8.2864	Tb927_08_v5.1	861696	861839	+	144	79	57	22	87
Tb927.8.2860	Tb927_08_v5.1	865406	868405	-	3000	1466	1166	300	3520
Tb927.8.2870	Tb927_08_v5.1	868587	870845	-	2259	1277	999	278	1640
Tb927.8.2880	Tb927_08_v5.1	871639	876199	-	4561	2383	1700	683	6231
Tb927.8.2890	Tb927_08_v5.1	877266	881560	+	4295	1302	750	552	2112
Tb927.8.2900	Tb927_08_v5.1	881054	882552	+	1499	383	312	71	617
Tb927.8.2910	Tb927_08_v5.1	882700	884542	+	1843	649	574	75	886
Tb927.8.2920	Tb927_08_v5.1	884672	886562	+	1891	760	611	149	1045
Tb927.8.2930	Tb927_08_v5.1	886692	888582	+	1891	950	745	205	1174
Tb927.8.2940	Tb927_08_v5.1	888712	890063	+	1352	725	590	135	1208
Tb927.8.2950	Tb927_08_v5.1	890660	892135	+	1476	745	619	126	1614
Tb927.8.2960	Tb927_08_v5.1	892457	895249	+	2793	1736	1454	282	4386
Tb927.8.2970	Tb927_08_v5.1	895680	896648	+	969	25	21	4	25
Tb927.8.2980	Tb927_08_v5.1	898038	899291	+	1254	894	750	144	3966
Tb927.8.2990	Tb927_08_v5.1	899534	900554	+	1021	593	442	151	1853
Tb927.8.3000	Tb927_08_v5.1	900877	903219	+	2343	773	672	101	4157
Tb927.8.3010	Tb927_08_v5.1	903367	905676	+	2310	1774	1489	285	6503
Tb927.8.3020	Tb927_08_v5.1	907271	914486	+	7216	4581	3167	1414	8583
Tb927.8.3040	Tb927_08_v5.1	915592	916338	+	747	172	73	99	1296
Tb927.8.3050	Tb927_08_v5.1	917060	918842	+	1783	1017	751	266	1406
Tb927.8.3060	Tb927_08_v5.1	919791	921969	+	2179	318	250	68	364
Tb927.8.3070	Tb927_08_v5.1	923165	923784	+	620	39	23	16	124
Tb927.8.3080	Tb927_08_v5.1	923893	928177	+	4285	2198	1736	462	5663
Tb927.8.3090	Tb927_08_v5.1	928316	928903	+	588	453	297	156	577
Tb927.8.3100	Tb927_08_v5.1	929023	931414	+	2392	582	492	90	1559
Tb927.8.3110	Tb927_08_v5.1	932081	933421	+	1341	397	346	51	844
Tb927.8.3120	Tb927_08_v5.1	933670	934249	+	580	484	353	131	1320
Tb927.8.3130	Tb927_08_v5.1	934396	935861	+	1466	435	420	15	1952
Tb927.8.3140	Tb927_08_v5.1	936145	937388	+	1244	1189	935	254	1771
Tb927.8.3150	Tb927_08_v5.1	937529	939999	+	2471	71	60	11	95
Tb927.8.3160	Tb927_08_v5.1	940827	942770	+	1944	230	206	24	3695
Tb927.8.3170	Tb927_08_v5.1	942887	945326	+	2440	1070	837	233	1718
Tb927.8.3180	Tb927_08_v5.1	946020	950296	+	4277	1948	1365	583	3839
Tb927.8.3190	Tb927_08_v5.1	950123	951294	+	1172	1001	340	661	3466
Tb927.8.3200	Tb927_08_v5.1	952046	956786	+	4741	2344	1880	464	10883
Tb927.8.3210	Tb927_08_v5.1	957648	958463	+	816	844	628	216	1186
Tb927.8.3220	Tb927_08_v5.1	958592	961483	+	2892	890	752	138	6959
Tb927.8.3230	Tb927_08_v5.1	962801	964670	+	1870	770	621	149	2496
Tb927.8.3240	Tb927_08_v5.1	965524	966752	+	1229	228	196	32	437
Tb927.8.3250	Tb927_08_v5.1	966984	981752	+	14769	151	117	34	2049
Tb927.8.3260	Tb927_08_v5.1	982183	983490	+	1308	926	416	510	2304
Tb927.8.3270	Tb927_08_v5.1	983405	984190	+	786	271	246	25	947
Tb927.8.3280	Tb927_08_v5.1	984411	985998	+	1588	903	468	435	1749
Tb927.8.3290	Tb927_08_v5.1	986144	992324	+	6181	4240	2997	1243	6808
Tb927.8.3300	Tb927_08_v5.1	992460	994554	+	2095	861	686	175	4612
Tb927.8.3310	Tb927_08_v5.1	994927	996965	+	2039	1196	1000	196	6123
Tb927.8.3320	Tb927_08_v5.1	997379	998882	+	1504	911	775	136	1442
Tb927.8.3330	Tb927_08_v5.1	999017	1000719	+	1703	1079	734	345	2757
Tb927.8.3340	Tb927_08_v5.1	1000877	1002162	+	1286	380	356	24	2462
Tb927.8.3350	Tb927_08_v5.1	1003807	1007745	+	3939	1604	1391	213	2485
Tb927.8.3360	Tb927_08_v5.1	1007867	1008586	+	720	25	23	2	585
Tb927.8.3370	Tb927_08_v5.1	1008745	1009828	+	1084	550	486	64	1019
Tb927.8.3380	Tb927_08_v5.1	1010068	1012000	+	1933	971	831	140	2394
Tb927.8.3390	Tb927_08_v5.1	1012116	1012992	+	877	572	468	104	782
Tb927.8.3400	Tb927_08_v5.1	1013755	1015700	+	1946	1036	764	272	1531
Tb927.8.3410	Tb927_08_v5.1	1016136	1020924	+	4789	2343	1690	653	6629
Tb927.8.3420	Tb927_08_v5.1	1023591	1024401	+	811	804	683	121	3058
Tb927.8.3430	Tb927_08_v5.1	1024623	1026506	+	1884	17	14	3	124
Tb927.8.3440	Tb927_08_v5.1	1026699	1027402	+	704	34	31	3	342
Tb927.8.3450	Tb927_08_v5.1	1027645	1028213	+	569	563	423	140	3284
Tb927.8.3460	Tb927_08_v5.1	1028680	1032263	+	3584	1371	978	393	3240
Tb927.8.3470	Tb927_08_v5.1	1032399	1033518	+	1120	181	138	43	2492
Tb927.8.3480	Tb927_08_v5.1	1033628	1035616	+	1989	147	120	27	160
Tb927.8.3490	Tb927_08_v5.1	1036853	1040120	+	3268	1422	1137	285	2868
Tb927.8.3500	Tb927_08_v5.1	1040310	1043317	+	3008	1048	913	135	5862
Tb927.8.3510	Tb927_08_v5.1	1043446	1044492	+	1047	405	333	72	702
Tb927.8.3520	Tb927_08_v5.1	1046889	1048728	+	1840	730	570	160	924
Tb927.8.3521	Tb927_08_v5.1	1049850	1050154	+	305	84	76	8	99
Tb927.8.3523	Tb927_08_v5.1	1053326	1053397	-	72	19	6	13	61
Tb927.8.3526	Tb927_08_v5.1	1053540	1053611	+	72	18	5	13	57
Tb927.8.3530	Tb927_08_v5.1	1057219	1058646	-	1428	180	153	27	2094
Tb927.8.3540	Tb927_08_v5.1	1058779	1062883	-	4105	2746	1740	1006	4746
Tb927.8.3550	Tb927_08_v5.1	1063078	1067745	-	4668	813	713	100	1851
Tb927.8.3560	Tb927_08_v5.1	1068708	1071969	-	3262	1453	1099	354	2499
Tb927.8.3570	Tb927_08_v5.1	1073820	1075990	-	2171	1212	1040	172	2729
Tb927.8.3580	Tb927_08_v5.1	1076641	1078261	-	1621	821	614	207	2246
Tb927.8.3590	Tb927_08_v5.1	1078979	1081204	-	2226	910	719	191	2424
Tb927.8.3600	Tb927_08_v5.1	1081372	1081911	-	540	80	75	5	98
Tb927.8.3610	Tb927_08_v5.1	1082670	1084035	-	1366	1492	862	630	1978
Tb927.8.3620	Tb927_08_v5.1	1084687	1087444	-	2758	1240	923	317	2671
Tb927.8.3630	Tb927_08_v5.1	1088840	1090808	-	1969	926	726	200	3037
Tb927.8.3640	Tb927_08_v5.1	1090900	1092384	-	1485	794	673	121	1929
Tb927.8.3650	Tb927_08_v5.1	1092811	1095640	-	2830	1057	911	146	3549
Tb927.8.3660	Tb927_08_v5.1	1095758	1099007	-	3250	1570	1302	268	3074
Tb927.8.3680	Tb927_08_v5.1	1099237	1102869	-	3633	1265	933	332	2730
Tb927.8.3690	Tb927_08_v5.1	1104950	1106521	-	1572	1561	934	627	2758
Tb927.8.3700	Tb927_08_v5.1	1106333	1112017	-	5685	3407	2319	1088	7602
Tb927.8.3710	Tb927_08_v5.1	1112178	1115015	-	2838	1583	1055	528	2669
Tb927.8.3720	Tb927_08_v5.1	1114848	1116794	-	1947	839	672	167	1761
Tb927.8.3730	Tb927_08_v5.1	1117169	1118665	-	1497	341	281	60	747
Tb927.8.3740	Tb927_08_v5.1	1118415	1119755	-	1341	599	485	114	11428
Tb927.8.3750	Tb927_08_v5.1	1120048	1122401	-	2354	415	385	30	1782
Tb927.8.3770	Tb927_08_v5.1	1122334	1125656	-	3323	950	800	150	4265
Tb927.8.3780	Tb927_08_v5.1	1126319	1127296	-	978	945	667	278	1280
Tb927.8.3790	Tb927_08_v5.1	1127411	1128678	-	1268	369	301	68	855
Tb927.8.3800	Tb927_08_v5.1	1128820	1131277	-	2458	1104	947	157	3615
Tb927.8.3810	Tb927_08_v5.1	1131445	1134388	-	2944	1050	818	232	9454
Tb927.8.3820	Tb927_08_v5.1	1134779	1139104	-	4326	1607	1291	316	3493
Tb927.8.3830	Tb927_08_v5.1	1139273	1142237	-	2965	1680	1184	496	4716
Tb927.8.3840	Tb927_08_v5.1	1142361	1145732	-	3372	1137	1009	128	5176
Tb927.8.3850	Tb927_08_v5.1	1147084	1150324	-	3241	425	368	57	1480
Tb927.8.3860	Tb927_08_v5.1	1150423	1151824	-	1402	258	199	59	357
Tb927.8.3870	Tb927_08_v5.1	1151890	1155753	-	3864	984	847	137	1888
Tb927.8.3880	Tb927_08_v5.1;Tb927_08_v5.1	1157195;1157195	1158440;1159616	-;-	2422	490	393	97	1962
Tb927.8.3890	Tb927_08_v5.1	1159755	1162242	-	2488	748	636	112	2609
Tb927.8.3900	Tb927_08_v5.1	1162882	1164214	-	1333	825	735	90	2245
Tb927.8.3910	Tb927_08_v5.1	1164485	1165531	-	1047	468	312	156	1084
Tb927.8.3920	Tb927_08_v5.1	1165659	1168666	-	3008	736	619	117	3691
Tb927.8.3930	Tb927_08_v5.1	1168776	1172000	-	3225	975	807	168	3948
Tb927.8.3940	Tb927_08_v5.1	1176781	1180114	-	3334	770	491	279	2570
Tb927.8.3950	Tb927_08_v5.1	1180246	1183025	-	2780	2586	1857	729	4856
Tb927.8.3960	Tb927_08_v5.1	1183149	1185347	-	2199	739	672	67	2923
Tb927.8.3970	Tb927_08_v5.1	1185389	1187153	-	1765	1016	582	434	1152
Tb927.8.3980	Tb927_08_v5.1	1187352	1190098	-	2747	1900	1677	223	5162
Tb927.8.3990	Tb927_08_v5.1	1190781	1191683	-	903	392	340	52	559
Tb927.8.4000	Tb927_08_v5.1;Tb927_08_v5.1	1191784;1191784	1193399;1194399	-;-	2616	1347	893	454	4097
Tb927.8.4010	Tb927_08_v5.1	1196773	1198570	-	1798	893	689	204	1974
Tb927.8.4020	Tb927_08_v5.1	1198726	1199587	-	862	402	352	50	883
Tb927.8.4030	Tb927_08_v5.1	1199747	1200400	-	654	245	209	36	396
Tb927.8.4040	Tb927_08_v5.1	1200841	1202506	-	1666	940	813	127	1418
Tb927.8.4050	Tb927_08_v5.1	1202658	1205703	-	3046	2331	1856	475	5053
Tb927.8.4060	Tb927_08_v5.1	1205897	1208187	-	2291	249	237	12	1407
Tb927.8.4070	Tb927_08_v5.1	1208344	1209205	-	862	271	225	46	636
Tb927.8.4080	Tb927_08_v5.1	1209317	1210018	-	702	212	170	42	269
Tb927.8.4090	Tb927_08_v5.1	1210209	1212124	-	1916	1295	1113	182	7449
Tb927.8.4100	Tb927_08_v5.1	1212951	1215321	-	2371	1781	1427	354	4247
Tb927.8.4110	Tb927_08_v5.1	1215515	1217803	-	2289	235	226	9	1175
Tb927.8.4120	Tb927_08_v5.1	1217959	1218820	-	862	421	376	45	901
Tb927.8.4130	Tb927_08_v5.1	1218980	1219630	-	651	133	128	5	344
Tb927.8.4140	Tb927_08_v5.1	1219773	1221084	-	1312	341	302	39	2183
Tb927.8.4150	Tb927_08_v5.1	1221538	1222900	-	1363	774	665	109	2941
Tb927.8.4160	Tb927_08_v5.1	1223054	1227104	-	4051	5029	3457	1572	8919
Tb927.8.4170	Tb927_08_v5.1	1227252	1230271	-	3020	417	343	74	1016
Tb927.8.4175	Tb927_08_v5.1	1230371	1231148	-	778	515	357	158	1070
Tb927.8.4180	Tb927_08_v5.1	1231300	1232063	-	764	228	218	10	757
Tb927.8.4190	Tb927_08_v5.1	1232612	1236099	-	3488	447	360	87	3700
Tb927.8.4200	Tb927_08_v5.1	1238448	1245924	-	7477	1851	1547	304	8278
Tb927.8.4210	Tb927_08_v5.1	1248877	1250284	-	1408	489	416	73	1086
Tb927.8.4220	Tb927_08_v5.1	1250473	1251983	-	1511	500	366	134	599
Tb927.8.4230	Tb927_08_v5.1	1252160	1256357	-	4198	1841	1614	227	8786
Tb927.8.4240	Tb927_08_v5.1	1257778	1262923	-	5146	4149	2991	1158	7404
Tb927.8.4250	Tb927_08_v5.1	1263258	1264876	-	1619	625	482	143	2433
Tb927.8.4260	Tb927_08_v5.1	1266035	1268949	-	2915	1436	1112	324	3725
Tb927.8.4270	Tb927_08_v5.1	1269407	1271602	-	2196	1345	1115	230	8987
Tb927.8.4280	Tb927_08_v5.1	1271779	1272890	-	1112	167	152	15	219
Tb927.8.4290	Tb927_08_v5.1	1272830	1274243	-	1414	553	462	91	831
Tb927.8.4300	Tb927_08_v5.1	1274460	1276319	-	1860	730	592	138	35619
Tb927.8.4310	Tb927_08_v5.1	1276524	1279028	-	2505	1126	921	205	3617
Tb927.8.4320	Tb927_08_v5.1	1279760	1284377	-	4618	924	845	79	2890
Tb927.8.4330	Tb927_08_v5.1	1285612	1287577	-	1966	125	99	26	1248
Tb927.8.4340	Tb927_08_v5.1	1287470	1290048	-	2579	782	709	73	2344
Tb927.8.4350	Tb927_08_v5.1	1291050	1294230	-	3181	2989	2316	673	6958
Tb927.8.4360	Tb927_08_v5.1	1296185	1300670	-	4486	1710	1512	198	7094
Tb927.8.4370	Tb927_08_v5.1	1302405	1305188	-	2784	2146	1895	251	5902
Tb927.8.4380	Tb927_08_v5.1	1306377	1306784	-	408	23	21	2	47
Tb927.8.4390	Tb927_08_v5.1	1306914	1308814	-	1901	1604	1251	353	3260
Tb927.8.4400	Tb927_08_v5.1	1309018	1311544	-	2527	1157	786	371	4930
Tb927.8.4410	Tb927_08_v5.1	1311690	1313361	-	1672	1119	936	183	2857
Tb927.8.4420	Tb927_08_v5.1	1314334	1314901	-	568	168	140	28	1596
Tb927.8.4430	Tb927_08_v5.1	1315354	1316529	-	1176	616	530	86	797
Tb927.8.4440	Tb927_08_v5.1	1317567	1318945	-	1379	321	241	80	581
Tb927.8.4450	Tb927_08_v5.1	1319116	1320885	-	1770	1900	1710	190	6122
Tb927.8.4460	Tb927_08_v5.1	1321193	1324411	-	3219	1696	1298	398	7286
Tb927.8.4470	Tb927_08_v5.1;Tb927_08_v5.1	1324654;1324654	1325332;1325414	-;-	761	696	486	210	3453
Tb927.8.4480	Tb927_08_v5.1	1325629	1326793	-	1165	427	295	132	660
Tb927.8.4490	Tb927_08_v5.1	1327356	1328630	-	1275	59	56	3	62
Tb927.8.4500	Tb927_08_v5.1	1328765	1334535	-	5771	1415	1285	130	2827
Tb927.8.4510	Tb927_08_v5.1	1334676	1337572	-	2897	1132	1015	117	3237
Tb927.8.4520	Tb927_08_v5.1	1338497	1339298	-	802	369	291	78	1225
Tb927.8.4530	Tb927_08_v5.1	1339404	1341108	-	1705	830	745	85	1922
Tb927.8.4540	Tb927_08_v5.1	1346345	1349172	-	2828	261	248	13	1269
Tb927.8.4550	Tb927_08_v5.1	1349440	1350114	-	675	437	407	30	1557
Tb927.8.4560	Tb927_08_v5.1	1351074	1354860	-	3787	782	522	260	1249
Tb927.8.4570	Tb927_08_v5.1	1355017	1356795	-	1779	2032	1596	436	5166
Tb927.8.4580	Tb927_08_v5.1	1357004	1359085	-	2082	102	67	35	336
Tb927.8.4590	Tb927_08_v5.1	1358963	1360104	-	1142	223	169	54	256
Tb927.8.4600	Tb927_08_v5.1	1360215	1362017	-	1803	633	477	156	1920
Tb927.8.4610	Tb927_08_v5.1	1362138	1363454	-	1317	213	190	23	986
Tb927.8.4620	Tb927_08_v5.1	1364444	1365387	-	944	92	58	34	99
Tb927.8.4630	Tb927_08_v5.1	1365595	1366202	-	608	24	18	6	25
Tb927.8.4640	Tb927_08_v5.1	1366318	1367885	-	1568	692	503	189	941
Tb927.8.4650	Tb927_08_v5.1	1367995	1368649	-	655	265	230	35	485
Tb927.8.4660	Tb927_08_v5.1	1368846	1372047	-	3202	821	670	151	1273
Tb927.8.4670	Tb927_08_v5.1	1372419	1374172	-	1754	801	703	98	2444
Tb927.8.4680	Tb927_08_v5.1	1374306	1375582	-	1277	1023	687	336	2557
Tb927.8.4690	Tb927_08_v5.1	1375776	1376948	-	1173	660	549	111	1733
Tb927.8.4695	Tb927_08_v5.1	1377090	1377526	-	437	164	109	55	320
Tb927.8.4700	Tb927_08_v5.1	1378393	1381585	-	3193	2526	2158	368	5061
Tb927.8.4710	Tb927_08_v5.1	1383120	1384566	-	1447	1614	1304	310	2496
Tb927.8.4720	Tb927_08_v5.1	1384711	1387549	-	2839	2618	2165	453	3946
Tb927.8.4730	Tb927_08_v5.1	1387684	1390532	-	2849	2562	2050	512	3870
Tb927.8.4740	Tb927_08_v5.1	1390667	1393514	-	2848	3030	2505	525	4317
Tb927.8.4750	Tb927_08_v5.1	1393649	1396213	-	2565	1431	1173	258	2194
Tb927.8.4760	Tb927_08_v5.1;Tb927_08_v5.1	1396417;1396417	1397156;1398072	-;-	1656	790	474	316	2844
Tb927.8.4770	Tb927_08_v5.1	1403343	1404288	-	946	655	489	166	1520
Tb927.8.4780	Tb927_08_v5.1	1404852	1417416	-	12565	324	281	43	3109
Tb927.8.4790	Tb927_08_v5.1	1417546	1418959	-	1414	109	75	34	119
Tb927.8.4800	Tb927_08_v5.1	1419244	1420505	-	1262	422	319	103	1266
Tb927.8.4810	Tb927_08_v5.1	1420688	1421813	-	1126	187	131	56	249
Tb927.8.4820	Tb927_08_v5.1	1421915	1424477	-	2563	314	287	27	888
Tb927.8.4830	Tb927_08_v5.1	1424810	1425646	-	837	141	125	16	1412
Tb927.8.4840	Tb927_08_v5.1	1425784	1429488	-	3705	839	704	135	1926
Tb927.8.4850	Tb927_08_v5.1	1429657	1430756	-	1100	332	283	49	404
Tb927.8.4860	Tb927_08_v5.1	1430923	1433034	-	2112	1142	974	168	1752
Tb927.8.4870	Tb927_08_v5.1	1433185	1437153	-	3969	251	218	33	391
Tb927.8.4880	Tb927_08_v5.1	1437486	1441527	-	4042	1864	1432	432	3027
Tb927.8.4890	Tb927_08_v5.1	1441654	1443256	-	1603	531	414	117	1853
Tb927.8.4895	Tb927_08_v5.1	1450508	1451928	+	1421	116	90	26	148
Tb927.8.4900	Tb927_08_v5.1	1451476	1455473	+	3998	1118	926	192	2949
Tb927.8.4910	Tb927_08_v5.1	1455605	1456104	+	500	116	43	73	127
Tb927.8.4920	Tb927_08_v5.1	1456263	1458674	+	2412	600	462	138	1215
Tb927.8.4930	Tb927_08_v5.1	1458866	1460096	+	1231	602	520	82	860
Tb927.8.4940	Tb927_08_v5.1	1460323	1462238	+	1916	994	615	379	1495
Tb927.8.4950	Tb927_08_v5.1	1463261	1467903	+	4643	1455	994	461	6270
Tb927.8.4960	Tb927_08_v5.1	1469613	1474602	+	4990	1626	1274	352	6925
Tb927.8.4970	Tb927_08_v5.1	1474765	1476763	+	1999	12	8	4	13
Tb927.8.4980	Tb927_08_v5.1	1476908	1478917	+	2010	3	0	3	3
Tb927.8.4990	Tb927_08_v5.1	1479062	1480928	+	1867	1	0	1	1
Tb927.8.5000	Tb927_08_v5.1	1481216	1483225	+	2010	3	1	2	4
Tb927.8.5010	Tb927_08_v5.1	1483370	1485373	+	2004	16	14	2	17
Tb927.8.5020	Tb927_08_v5.1	1486226	1488214	+	1989	584	400	184	5555
Tb927.8.5030	Tb927_08_v5.1	1488323	1488988	+	666	248	189	59	358
Tb927.8.5040	Tb927_08_v5.1	1489391	1490840	+	1450	548	442	106	924
Tb927.8.5050	Tb927_08_v5.1	1491031	1495547	+	4517	2068	1485	583	6822
Tb927.8.5060	Tb927_08_v5.1	1495866	1496635	+	770	397	328	69	517
Tb927.8.5070	Tb927_08_v5.1	1497502	1498602	+	1101	213	146	67	384
Tb927.8.5080	Tb927_08_v5.1	1498702	1502336	+	3635	1957	1481	476	7076
Tb927.8.5090	Tb927_08_v5.1	1502444	1508604	+	6161	1405	1266	139	4587
Tb927.8.5100	Tb927_08_v5.1	1508989	1517783	+	8795	3006	2311	695	9310
Tb927.8.5110	Tb927_08_v5.1	1518170	1524300	+	6131	1778	1547	231	4885
Tb927.8.5120	Tb927_08_v5.1	1526913	1528646	+	1734	162	151	11	1623
Tb927.8.5130	Tb927_08_v5.1	1529446	1531424	+	1979	562	392	170	908
Tb927.8.5140	Tb927_08_v5.1	1531814	1534527	+	2714	1144	854	290	1683
Tb927.8.5150	Tb927_08_v5.1	1534976	1535405	+	430	268	240	28	385
Tb927.8.5160	Tb927_08_v5.1	1535905	1541508	+	5604	2388	1864	524	9165
Tb927.8.5170	Tb927_08_v5.1	1541687	1546096	+	4410	6019	4107	1912	13718
Tb927.8.5180	Tb927_08_v5.1	1546221	1547088	+	868	379	278	101	958
Tb927.8.5190	Tb927_08_v5.1	1547169	1548699	+	1531	473	444	29	1606
Tb927.8.5200	Tb927_08_v5.1	1549441	1555421	+	5981	1237	1101	136	4236
Tb927.8.5210	Tb927_08_v5.1	1555578	1559174	+	3597	1823	1319	504	5189
Tb927.8.5220	Tb927_08_v5.1	1559468	1562983	+	3516	1462	1203	259	4991
