# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003740.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/counts.txt" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam" "/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_F_plus_R.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted_dedup_WO.bam	/tmp/13003740.1.all.q/CM03_G_G2M_S6/S6_sorted.bam
Tb927.8.2350	Tb927_08_v5.1	704416	705801	+	1386	359	263	96	473
Tb927.8.2360	Tb927_08_v5.1	705895	706679	+	785	198	138	60	223
Tb927.8.2370	Tb927_08_v5.1	706786	711807	+	5022	2013	1282	731	3557
Tb927.8.2380	Tb927_08_v5.1	712995	717111	+	4117	2180	1590	590	4757
Tb927.8.2390	Tb927_08_v5.1	717467	722349	+	4883	2385	1584	801	3634
Tb927.8.2395	Tb927_08_v5.1	722512	723148	+	637	118	45	73	123
Tb927.8.2400	Tb927_08_v5.1	723279	724400	+	1122	302	207	95	622
Tb927.8.2410	Tb927_08_v5.1	724694	725801	+	1108	1176	745	431	1754
Tb927.8.2420	Tb927_08_v5.1	725932	727403	+	1472	850	648	202	2604
Tb927.8.2430	Tb927_08_v5.1	727512	731503	+	3992	1434	1031	403	3009
Tb927.8.2440	Tb927_08_v5.1	731962	732913	+	952	524	329	195	630
Tb927.8.2450	Tb927_08_v5.1	733142	734793	+	1652	783	549	234	1748
Tb927.8.2460	Tb927_08_v5.1	734906	735789	+	884	171	126	45	686
Tb927.8.2470	Tb927_08_v5.1	736651	737076	+	426	57	20	37	59
Tb927.8.2480	Tb927_08_v5.1	737509	739280	+	1772	287	230	57	613
Tb8.NT.41	Tb927_08_v5.1	739390	739601	+	212	12	11	1	38
Tb927.8.2490	Tb927_08_v5.1	739706	740872	+	1167	604	339	265	664
Tb927.8.2500	Tb927_08_v5.1	741004	741895	+	892	843	589	254	2055
Tb927.8.2510	Tb927_08_v5.1	742173	743072	+	900	696	568	128	1433
Tb927.8.2520	Tb927_08_v5.1	743167	748045	+	4879	537	427	110	1239
Tb927.8.2530	Tb927_08_v5.1	747466	748791	+	1326	73	70	3	97
Tb927.8.2540	Tb927_08_v5.1	749345	751477	+	2133	396	209	187	476
Tb927.8.2550	Tb927_08_v5.1	751641	755569	+	3929	2105	1781	324	7928
Tb927.8.2560	Tb927_08_v5.1	755488	756437	+	950	393	351	42	1275
Tb927.8.2570	Tb927_08_v5.1	756297	758354	+	2058	1281	817	464	3713
Tb927.8.2580	Tb927_08_v5.1	758535	761843	+	3309	1149	871	278	2707
Tb927.8.2590	Tb927_08_v5.1	762392	764086	+	1695	428	365	63	2593
Tb927.8.2600	Tb927_08_v5.1	764939	766887	+	1949	323	292	31	1280
Tb8.NT.42	Tb927_08_v5.1	767297	767521	+	225	95	93	2	863
Tb927.8.2610	Tb927_08_v5.1	767620	770026	+	2407	481	386	95	950
Tb927.8.2620	Tb927_08_v5.1	770837	773457	+	2621	907	642	265	12360
Tb927.8.2630	Tb927_08_v5.1	774188	776651	+	2464	875	630	245	1729
Tb927.8.2640	Tb927_08_v5.1	778840	782385	+	3546	1249	922	327	2326
Tb927.8.2650	Tb927_08_v5.1	783443	784773	+	1331	630	399	231	831
Tb927.8.2660	Tb927_08_v5.1	784906	791740	+	6835	1579	1302	277	3979
Tb927.8.2663	Tb927_08_v5.1	793455	793527	+	73	158	117	41	187
Tb927.8.2666	Tb927_08_v5.1	793613	793684	-	72	103	91	12	256
Tb927.8.2670	Tb927_08_v5.1	794576	795942	+	1367	91	72	19	95
Tb927.8.2680	Tb927_08_v5.1;Tb927_08_v5.1	796080;796200	798142;798142	+;+	2063	910	606	304	1595
Tb927.8.2690	Tb927_08_v5.1	798312	803188	+	4877	2011	1323	688	3466
Tb927.8.2700	Tb927_08_v5.1	803368	804088	+	721	139	82	57	508
Tb927.8.2710	Tb927_08_v5.1	804341	806699	+	2359	2140	1613	527	3216
Tb927.8.2720	Tb927_08_v5.1	806855	808193	+	1339	938	734	204	1428
Tb927.8.2730	Tb927_08_v5.1	808337	810316	+	1980	816	716	100	1534
Tb927.8.2740	Tb927_08_v5.1	810416	811569	+	1154	345	315	30	1380
Tb927.8.2750	Tb927_08_v5.1	813362	815396	+	2035	372	325	47	427
Tb927.8.2760	Tb927_08_v5.1	815506	817052	+	1547	510	414	96	1245
Tb927.8.2770	Tb927_08_v5.1	817161	828121	+	10961	5022	3726	1296	13676
Tb927.8.2780	Tb927_08_v5.1	828306	830608	+	2303	132	83	49	539
Tb927.8.2790	Tb927_08_v5.1	837609	837978	+	370	3	1	2	3
Tb927.8.2800	Tb927_08_v5.1	838351	839679	+	1329	356	303	53	566
Tb927.8.2810	Tb927_08_v5.1	839858	842576	+	2719	1863	1144	719	2986
Tb927.8.2820	Tb927_08_v5.1	842710	847057	+	4348	552	494	58	2442
Tb927.8.2830	Tb927_08_v5.1	847223	850113	+	2891	1409	1177	232	3448
Tb927.8.2840	Tb927_08_v5.1	850222	851750	+	1529	820	585	235	1091
Tb927.8.2850	Tb927_08_v5.1	851926	853813	+	1888	492	434	58	2370
Tb927.8.2851	Tb927_08_v5.1	854289	854362	-	74	16	16	0	44
Tb927.8.2852	Tb927_08_v5.1	854457	854528	+	72	17	10	7	19
Tb927.8.2853	Tb927_08_v5.1	854585	854657	+	73	8	1	7	9
Tb927.8.2854	Tb927_08_v5.1	854728	854800	+	73	38	16	22	38
Tb927.8.2855	Tb927_08_v5.1	857771	857845	-	75	197	178	19	433
Tb927.8.2856	Tb927_08_v5.1	858106	858177	+	72	176	128	48	208
Tb927.8.2857	Tb927_08_v5.1	858265	858346	+	82	47	43	4	55
Tb927.8.2858	Tb927_08_v5.1	858430	858501	-	72	72	69	3	207
Tb927.8.2859	Tb927_08_v5.1	858599	858670	+	72	166	147	19	222
Tb927.8.2861	Tb927_08_v5.1	860996	861256	-	261	163	144	19	217
Tb927.8.2862	Tb927_08_v5.1	861366	861438	+	73	12	7	5	14
Tb927.8.2863	Tb927_08_v5.1	861528	861599	-	72	14	8	6	15
Tb927.8.2864	Tb927_08_v5.1	861696	861839	+	144	50	31	19	92
Tb927.8.2860	Tb927_08_v5.1	865406	868405	-	3000	1150	835	315	2382
Tb927.8.2870	Tb927_08_v5.1	868587	870845	-	2259	911	634	277	1189
Tb927.8.2880	Tb927_08_v5.1	871639	876199	-	4561	2211	1339	872	3846
Tb927.8.2890	Tb927_08_v5.1	877266	881560	+	4295	1277	667	610	1848
Tb927.8.2900	Tb927_08_v5.1	881054	882552	+	1499	307	204	103	410
Tb927.8.2910	Tb927_08_v5.1	882700	884542	+	1843	424	327	97	582
Tb927.8.2920	Tb927_08_v5.1	884672	886562	+	1891	600	462	138	830
Tb927.8.2930	Tb927_08_v5.1	886692	888582	+	1891	601	433	168	740
Tb927.8.2940	Tb927_08_v5.1	888712	890063	+	1352	560	432	128	944
Tb927.8.2950	Tb927_08_v5.1	890660	892135	+	1476	698	539	159	1418
Tb927.8.2960	Tb927_08_v5.1	892457	895249	+	2793	1421	1147	274	3196
Tb927.8.2970	Tb927_08_v5.1	895680	896648	+	969	32	27	5	34
Tb927.8.2980	Tb927_08_v5.1	898038	899291	+	1254	430	341	89	3712
Tb927.8.2990	Tb927_08_v5.1	899534	900554	+	1021	544	368	176	1430
Tb927.8.3000	Tb927_08_v5.1	900877	903219	+	2343	750	565	185	2201
Tb927.8.3010	Tb927_08_v5.1	903367	905676	+	2310	1363	1108	255	4682
Tb927.8.3020	Tb927_08_v5.1	907271	914486	+	7216	3818	2524	1294	7107
Tb927.8.3040	Tb927_08_v5.1	915592	916338	+	747	168	77	91	1306
Tb927.8.3050	Tb927_08_v5.1	917060	918842	+	1783	891	626	265	1168
Tb927.8.3060	Tb927_08_v5.1	919791	921969	+	2179	280	186	94	311
Tb927.8.3070	Tb927_08_v5.1	923165	923784	+	620	10	6	4	21
Tb927.8.3080	Tb927_08_v5.1	923893	928177	+	4285	1866	1364	502	3598
Tb927.8.3090	Tb927_08_v5.1	928316	928903	+	588	477	220	257	578
Tb927.8.3100	Tb927_08_v5.1	929023	931414	+	2392	466	360	106	1093
Tb927.8.3110	Tb927_08_v5.1	932081	933421	+	1341	279	243	36	511
Tb927.8.3120	Tb927_08_v5.1	933670	934249	+	580	405	266	139	931
Tb927.8.3130	Tb927_08_v5.1	934396	935861	+	1466	382	355	27	1524
Tb927.8.3140	Tb927_08_v5.1	936145	937388	+	1244	913	685	228	1229
Tb927.8.3150	Tb927_08_v5.1	937529	939999	+	2471	91	81	10	111
Tb927.8.3160	Tb927_08_v5.1	940827	942770	+	1944	89	77	12	836
Tb927.8.3170	Tb927_08_v5.1	942887	945326	+	2440	702	533	169	926
Tb927.8.3180	Tb927_08_v5.1	946020	950296	+	4277	1671	1080	591	2803
Tb927.8.3190	Tb927_08_v5.1	950123	951294	+	1172	1141	298	843	2802
Tb927.8.3200	Tb927_08_v5.1	952046	956786	+	4741	2282	1677	605	10001
Tb927.8.3210	Tb927_08_v5.1	957648	958463	+	816	429	307	122	496
Tb927.8.3220	Tb927_08_v5.1	958592	961483	+	2892	771	614	157	4276
Tb927.8.3230	Tb927_08_v5.1	962801	964670	+	1870	540	422	118	2006
Tb927.8.3240	Tb927_08_v5.1	965524	966752	+	1229	281	217	64	481
Tb927.8.3250	Tb927_08_v5.1	966984	981752	+	14769	147	103	44	1685
Tb927.8.3260	Tb927_08_v5.1	982183	983490	+	1308	993	396	597	2329
Tb927.8.3270	Tb927_08_v5.1	983405	984190	+	786	323	274	49	721
Tb927.8.3280	Tb927_08_v5.1	984411	985998	+	1588	721	376	345	994
Tb927.8.3290	Tb927_08_v5.1	986144	992324	+	6181	3487	2377	1110	5472
Tb927.8.3300	Tb927_08_v5.1	992460	994554	+	2095	733	512	221	3826
Tb927.8.3310	Tb927_08_v5.1	994927	996965	+	2039	963	772	191	3596
Tb927.8.3320	Tb927_08_v5.1	997379	998882	+	1504	609	508	101	869
Tb927.8.3330	Tb927_08_v5.1	999017	1000719	+	1703	978	651	327	2197
Tb927.8.3340	Tb927_08_v5.1	1000877	1002162	+	1286	417	358	59	1725
Tb927.8.3350	Tb927_08_v5.1	1003807	1007745	+	3939	1498	1208	290	2265
Tb927.8.3360	Tb927_08_v5.1	1007867	1008586	+	720	50	45	5	546
Tb927.8.3370	Tb927_08_v5.1	1008745	1009828	+	1084	545	464	81	1367
Tb927.8.3380	Tb927_08_v5.1	1010068	1012000	+	1933	809	656	153	1785
Tb927.8.3390	Tb927_08_v5.1	1012116	1012992	+	877	554	408	146	696
Tb927.8.3400	Tb927_08_v5.1	1013755	1015700	+	1946	730	502	228	1206
Tb927.8.3410	Tb927_08_v5.1	1016136	1020924	+	4789	1967	1189	778	5284
Tb927.8.3420	Tb927_08_v5.1	1023591	1024401	+	811	606	501	105	1672
Tb927.8.3430	Tb927_08_v5.1	1024623	1026506	+	1884	15	8	7	50
Tb927.8.3440	Tb927_08_v5.1	1026699	1027402	+	704	8	5	3	65
Tb927.8.3450	Tb927_08_v5.1	1027645	1028213	+	569	533	339	194	2539
Tb927.8.3460	Tb927_08_v5.1	1028680	1032263	+	3584	991	671	320	2116
Tb927.8.3470	Tb927_08_v5.1	1032399	1033518	+	1120	207	158	49	1963
Tb927.8.3480	Tb927_08_v5.1	1033628	1035616	+	1989	117	84	33	241
Tb927.8.3490	Tb927_08_v5.1	1036853	1040120	+	3268	1261	956	305	2203
Tb927.8.3500	Tb927_08_v5.1	1040310	1043317	+	3008	906	779	127	4471
Tb927.8.3510	Tb927_08_v5.1	1043446	1044492	+	1047	307	251	56	516
Tb927.8.3520	Tb927_08_v5.1	1046889	1048728	+	1840	832	524	308	973
Tb927.8.3521	Tb927_08_v5.1	1049850	1050154	+	305	35	33	2	44
Tb927.8.3523	Tb927_08_v5.1	1053326	1053397	-	72	22	11	11	46
Tb927.8.3526	Tb927_08_v5.1	1053540	1053611	+	72	24	8	16	55
Tb927.8.3530	Tb927_08_v5.1	1057219	1058646	-	1428	134	103	31	992
Tb927.8.3540	Tb927_08_v5.1	1058779	1062883	-	4105	2273	1282	991	3833
Tb927.8.3550	Tb927_08_v5.1	1063078	1067745	-	4668	628	524	104	998
Tb927.8.3560	Tb927_08_v5.1	1068708	1071969	-	3262	1246	937	309	1783
Tb927.8.3570	Tb927_08_v5.1	1073820	1075990	-	2171	1196	931	265	1914
Tb927.8.3580	Tb927_08_v5.1	1076641	1078261	-	1621	701	496	205	1579
Tb927.8.3590	Tb927_08_v5.1	1078979	1081204	-	2226	572	403	169	1958
Tb927.8.3600	Tb927_08_v5.1	1081372	1081911	-	540	33	27	6	36
Tb927.8.3610	Tb927_08_v5.1	1082670	1084035	-	1366	1694	829	865	2206
Tb927.8.3620	Tb927_08_v5.1	1084687	1087444	-	2758	1035	683	352	2345
Tb927.8.3630	Tb927_08_v5.1	1088840	1090808	-	1969	944	677	267	2469
Tb927.8.3640	Tb927_08_v5.1	1090900	1092384	-	1485	494	400	94	914
Tb927.8.3650	Tb927_08_v5.1	1092811	1095640	-	2830	1055	852	203	2865
Tb927.8.3660	Tb927_08_v5.1	1095758	1099007	-	3250	1376	1083	293	2670
Tb927.8.3680	Tb927_08_v5.1	1099237	1102869	-	3633	1248	864	384	3056
Tb927.8.3690	Tb927_08_v5.1	1104950	1106521	-	1572	1477	893	584	3083
Tb927.8.3700	Tb927_08_v5.1	1106333	1112017	-	5685	2609	1608	1001	5443
Tb927.8.3710	Tb927_08_v5.1	1112178	1115015	-	2838	1275	810	465	2755
Tb927.8.3720	Tb927_08_v5.1	1114848	1116794	-	1947	609	473	136	1071
Tb927.8.3730	Tb927_08_v5.1	1117169	1118665	-	1497	389	288	101	761
Tb927.8.3740	Tb927_08_v5.1	1118415	1119755	-	1341	410	289	121	12236
Tb927.8.3750	Tb927_08_v5.1	1120048	1122401	-	2354	357	328	29	1407
Tb927.8.3770	Tb927_08_v5.1	1122334	1125656	-	3323	912	686	226	2996
Tb927.8.3780	Tb927_08_v5.1	1126319	1127296	-	978	827	546	281	1086
Tb927.8.3790	Tb927_08_v5.1	1127411	1128678	-	1268	346	300	46	870
Tb927.8.3800	Tb927_08_v5.1	1128820	1131277	-	2458	1009	774	235	2626
Tb927.8.3810	Tb927_08_v5.1	1131445	1134388	-	2944	961	664	297	7083
Tb927.8.3820	Tb927_08_v5.1	1134779	1139104	-	4326	1168	830	338	2404
Tb927.8.3830	Tb927_08_v5.1	1139273	1142237	-	2965	1706	1127	579	3598
Tb927.8.3840	Tb927_08_v5.1	1142361	1145732	-	3372	1077	913	164	3368
Tb927.8.3850	Tb927_08_v5.1	1147084	1150324	-	3241	473	399	74	1547
Tb927.8.3860	Tb927_08_v5.1	1150423	1151824	-	1402	213	135	78	253
Tb927.8.3870	Tb927_08_v5.1	1151890	1155753	-	3864	771	631	140	1423
Tb927.8.3880	Tb927_08_v5.1;Tb927_08_v5.1	1157195;1157195	1158440;1159616	-;-	2422	508	364	144	1156
Tb927.8.3890	Tb927_08_v5.1	1159755	1162242	-	2488	545	439	106	1368
Tb927.8.3900	Tb927_08_v5.1	1162882	1164214	-	1333	643	562	81	1439
Tb927.8.3910	Tb927_08_v5.1	1164485	1165531	-	1047	412	264	148	779
Tb927.8.3920	Tb927_08_v5.1	1165659	1168666	-	3008	652	551	101	3037
Tb927.8.3930	Tb927_08_v5.1	1168776	1172000	-	3225	916	740	176	3214
Tb927.8.3940	Tb927_08_v5.1	1176781	1180114	-	3334	793	430	363	2187
Tb927.8.3950	Tb927_08_v5.1	1180246	1183025	-	2780	1822	1146	676	3158
Tb927.8.3960	Tb927_08_v5.1	1183149	1185347	-	2199	562	483	79	1486
Tb927.8.3970	Tb927_08_v5.1	1185389	1187153	-	1765	685	348	337	746
Tb927.8.3980	Tb927_08_v5.1	1187352	1190098	-	2747	1378	1159	219	3362
Tb927.8.3990	Tb927_08_v5.1	1190781	1191683	-	903	208	166	42	260
Tb927.8.4000	Tb927_08_v5.1;Tb927_08_v5.1	1191784;1191784	1193399;1194399	-;-	2616	969	642	327	2764
Tb927.8.4010	Tb927_08_v5.1	1196773	1198570	-	1798	1099	810	289	2374
Tb927.8.4020	Tb927_08_v5.1	1198726	1199587	-	862	379	316	63	720
Tb927.8.4030	Tb927_08_v5.1	1199747	1200400	-	654	165	127	38	235
Tb927.8.4040	Tb927_08_v5.1	1200841	1202506	-	1666	807	645	162	1115
Tb927.8.4050	Tb927_08_v5.1	1202658	1205703	-	3046	1977	1477	500	3909
Tb927.8.4060	Tb927_08_v5.1	1205897	1208187	-	2291	293	251	42	1687
Tb927.8.4070	Tb927_08_v5.1	1208344	1209205	-	862	292	242	50	564
Tb927.8.4080	Tb927_08_v5.1	1209317	1210018	-	702	172	138	34	210
Tb927.8.4090	Tb927_08_v5.1	1210209	1212124	-	1916	1106	901	205	5303
Tb927.8.4100	Tb927_08_v5.1	1212951	1215321	-	2371	1486	1085	401	3139
Tb927.8.4110	Tb927_08_v5.1	1215515	1217803	-	2289	237	208	29	820
Tb927.8.4120	Tb927_08_v5.1	1217959	1218820	-	862	377	322	55	697
Tb927.8.4130	Tb927_08_v5.1	1218980	1219630	-	651	92	82	10	122
Tb927.8.4140	Tb927_08_v5.1	1219773	1221084	-	1312	236	212	24	1977
Tb927.8.4150	Tb927_08_v5.1	1221538	1222900	-	1363	434	367	67	1450
Tb927.8.4160	Tb927_08_v5.1	1223054	1227104	-	4051	4477	2648	1829	7418
Tb927.8.4170	Tb927_08_v5.1	1227252	1230271	-	3020	301	216	85	643
Tb927.8.4175	Tb927_08_v5.1	1230371	1231148	-	778	474	291	183	760
Tb927.8.4180	Tb927_08_v5.1	1231300	1232063	-	764	255	222	33	1169
Tb927.8.4190	Tb927_08_v5.1	1232612	1236099	-	3488	575	459	116	2058
Tb927.8.4200	Tb927_08_v5.1	1238448	1245924	-	7477	2071	1566	505	5675
Tb927.8.4210	Tb927_08_v5.1	1248877	1250284	-	1408	483	390	93	718
Tb927.8.4220	Tb927_08_v5.1	1250473	1251983	-	1511	572	412	160	683
Tb927.8.4230	Tb927_08_v5.1	1252160	1256357	-	4198	1323	1100	223	6154
Tb927.8.4240	Tb927_08_v5.1	1257778	1262923	-	5146	3044	1972	1072	4628
Tb927.8.4250	Tb927_08_v5.1	1263258	1264876	-	1619	503	388	115	1713
Tb927.8.4260	Tb927_08_v5.1	1266035	1268949	-	2915	1462	1032	430	2816
Tb927.8.4270	Tb927_08_v5.1	1269407	1271602	-	2196	1047	825	222	7486
Tb927.8.4280	Tb927_08_v5.1	1271779	1272890	-	1112	103	92	11	129
Tb927.8.4290	Tb927_08_v5.1	1272830	1274243	-	1414	442	326	116	569
Tb927.8.4300	Tb927_08_v5.1	1274460	1276319	-	1860	763	596	167	24928
Tb927.8.4310	Tb927_08_v5.1	1276524	1279028	-	2505	831	667	164	2272
Tb927.8.4320	Tb927_08_v5.1	1279760	1284377	-	4618	864	762	102	2774
Tb927.8.4330	Tb927_08_v5.1	1285612	1287577	-	1966	149	113	36	874
Tb927.8.4340	Tb927_08_v5.1	1287470	1290048	-	2579	654	575	79	2200
Tb927.8.4350	Tb927_08_v5.1	1291050	1294230	-	3181	2427	1814	613	5121
Tb927.8.4360	Tb927_08_v5.1	1296185	1300670	-	4486	1386	1160	226	4508
Tb927.8.4370	Tb927_08_v5.1	1302405	1305188	-	2784	1785	1499	286	4297
Tb927.8.4380	Tb927_08_v5.1	1306377	1306784	-	408	18	16	2	26
Tb927.8.4390	Tb927_08_v5.1	1306914	1308814	-	1901	1291	915	376	2301
Tb927.8.4400	Tb927_08_v5.1	1309018	1311544	-	2527	1272	797	475	2913
Tb927.8.4410	Tb927_08_v5.1	1311690	1313361	-	1672	868	666	202	1651
Tb927.8.4420	Tb927_08_v5.1	1314334	1314901	-	568	143	120	23	1100
Tb927.8.4430	Tb927_08_v5.1	1315354	1316529	-	1176	522	429	93	660
Tb927.8.4440	Tb927_08_v5.1	1317567	1318945	-	1379	281	184	97	396
Tb927.8.4450	Tb927_08_v5.1	1319116	1320885	-	1770	1402	1197	205	3117
Tb927.8.4460	Tb927_08_v5.1	1321193	1324411	-	3219	1110	826	284	3874
Tb927.8.4470	Tb927_08_v5.1;Tb927_08_v5.1	1324654;1324654	1325332;1325414	-;-	761	499	316	183	1901
Tb927.8.4480	Tb927_08_v5.1	1325629	1326793	-	1165	402	252	150	583
Tb927.8.4490	Tb927_08_v5.1	1327356	1328630	-	1275	47	42	5	53
Tb927.8.4500	Tb927_08_v5.1	1328765	1334535	-	5771	1201	999	202	1989
Tb927.8.4510	Tb927_08_v5.1	1334676	1337572	-	2897	914	787	127	2767
Tb927.8.4520	Tb927_08_v5.1	1338497	1339298	-	802	385	212	173	614
Tb927.8.4530	Tb927_08_v5.1	1339404	1341108	-	1705	760	626	134	1628
Tb927.8.4540	Tb927_08_v5.1	1346345	1349172	-	2828	356	304	52	1291
Tb927.8.4550	Tb927_08_v5.1	1349440	1350114	-	675	352	320	32	2174
Tb927.8.4560	Tb927_08_v5.1	1351074	1354860	-	3787	693	464	229	972
Tb927.8.4570	Tb927_08_v5.1	1355017	1356795	-	1779	1556	1212	344	3708
Tb927.8.4580	Tb927_08_v5.1	1357004	1359085	-	2082	157	80	77	577
Tb927.8.4590	Tb927_08_v5.1	1358963	1360104	-	1142	203	141	62	239
Tb927.8.4600	Tb927_08_v5.1	1360215	1362017	-	1803	607	416	191	1828
Tb927.8.4610	Tb927_08_v5.1	1362138	1363454	-	1317	94	78	16	492
Tb927.8.4620	Tb927_08_v5.1	1364444	1365387	-	944	154	102	52	178
Tb927.8.4630	Tb927_08_v5.1	1365595	1366202	-	608	78	56	22	89
Tb927.8.4640	Tb927_08_v5.1	1366318	1367885	-	1568	956	618	338	1198
Tb927.8.4650	Tb927_08_v5.1	1367995	1368649	-	655	161	139	22	293
Tb927.8.4660	Tb927_08_v5.1	1368846	1372047	-	3202	580	450	130	920
Tb927.8.4670	Tb927_08_v5.1	1372419	1374172	-	1754	512	438	74	1214
Tb927.8.4680	Tb927_08_v5.1	1374306	1375582	-	1277	914	528	386	1748
Tb927.8.4690	Tb927_08_v5.1	1375776	1376948	-	1173	637	451	186	1252
Tb927.8.4695	Tb927_08_v5.1	1377090	1377526	-	437	121	76	45	149
Tb927.8.4700	Tb927_08_v5.1	1378393	1381585	-	3193	2487	2001	486	4151
Tb927.8.4710	Tb927_08_v5.1	1383120	1384566	-	1447	1324	1020	304	1861
Tb927.8.4720	Tb927_08_v5.1	1384711	1387549	-	2839	2152	1647	505	3028
Tb927.8.4730	Tb927_08_v5.1	1387684	1390532	-	2849	1992	1485	507	2719
Tb927.8.4740	Tb927_08_v5.1	1390667	1393514	-	2848	2412	1883	529	3250
Tb927.8.4750	Tb927_08_v5.1	1393649	1396213	-	2565	1214	912	302	1712
Tb927.8.4760	Tb927_08_v5.1;Tb927_08_v5.1	1396417;1396417	1397156;1398072	-;-	1656	614	338	276	2969
Tb927.8.4770	Tb927_08_v5.1	1403343	1404288	-	946	560	380	180	1293
Tb927.8.4780	Tb927_08_v5.1	1404852	1417416	-	12565	453	387	66	3144
Tb927.8.4790	Tb927_08_v5.1	1417546	1418959	-	1414	72	45	27	77
Tb927.8.4800	Tb927_08_v5.1	1419244	1420505	-	1262	352	275	77	1132
Tb927.8.4810	Tb927_08_v5.1	1420688	1421813	-	1126	225	140	85	268
Tb927.8.4820	Tb927_08_v5.1	1421915	1424477	-	2563	328	296	32	682
Tb927.8.4830	Tb927_08_v5.1	1424810	1425646	-	837	144	117	27	715
Tb927.8.4840	Tb927_08_v5.1	1425784	1429488	-	3705	568	477	91	1287
Tb927.8.4850	Tb927_08_v5.1	1429657	1430756	-	1100	484	386	98	603
Tb927.8.4860	Tb927_08_v5.1	1430923	1433034	-	2112	808	645	163	1051
Tb927.8.4870	Tb927_08_v5.1	1433185	1437153	-	3969	222	174	48	698
Tb927.8.4880	Tb927_08_v5.1	1437486	1441527	-	4042	1791	1239	552	2501
Tb927.8.4890	Tb927_08_v5.1	1441654	1443256	-	1603	462	298	164	1052
Tb927.8.4895	Tb927_08_v5.1	1450508	1451928	+	1421	63	42	21	69
Tb927.8.4900	Tb927_08_v5.1	1451476	1455473	+	3998	986	776	210	3356
Tb927.8.4910	Tb927_08_v5.1	1455605	1456104	+	500	152	73	79	171
Tb927.8.4920	Tb927_08_v5.1	1456263	1458674	+	2412	371	278	93	1391
Tb927.8.4930	Tb927_08_v5.1	1458866	1460096	+	1231	521	425	96	650
Tb927.8.4940	Tb927_08_v5.1	1460323	1462238	+	1916	585	341	244	720
Tb927.8.4950	Tb927_08_v5.1	1463261	1467903	+	4643	1436	853	583	4848
Tb927.8.4960	Tb927_08_v5.1	1469613	1474602	+	4990	1196	850	346	4227
Tb927.8.4970	Tb927_08_v5.1	1474765	1476763	+	1999	18	10	8	20
Tb927.8.4980	Tb927_08_v5.1	1476908	1478917	+	2010	8	1	7	8
Tb927.8.4990	Tb927_08_v5.1	1479062	1480928	+	1867	6	0	6	6
Tb927.8.5000	Tb927_08_v5.1	1481216	1483225	+	2010	4	0	4	4
Tb927.8.5010	Tb927_08_v5.1	1483370	1485373	+	2004	23	12	11	24
Tb927.8.5020	Tb927_08_v5.1	1486226	1488214	+	1989	492	409	83	4432
Tb927.8.5030	Tb927_08_v5.1	1488323	1488988	+	666	142	88	54	163
Tb927.8.5040	Tb927_08_v5.1	1489391	1490840	+	1450	397	312	85	581
Tb927.8.5050	Tb927_08_v5.1	1491031	1495547	+	4517	1655	1070	585	4757
Tb927.8.5060	Tb927_08_v5.1	1495866	1496635	+	770	387	247	140	437
Tb927.8.5070	Tb927_08_v5.1	1497502	1498602	+	1101	100	61	39	153
Tb927.8.5080	Tb927_08_v5.1	1498702	1502336	+	3635	1505	1113	392	4471
Tb927.8.5090	Tb927_08_v5.1	1502444	1508604	+	6161	869	760	109	3133
Tb927.8.5100	Tb927_08_v5.1	1508989	1517783	+	8795	2310	1710	600	7770
Tb927.8.5110	Tb927_08_v5.1	1518170	1524300	+	6131	1753	1357	396	5060
Tb927.8.5120	Tb927_08_v5.1	1526913	1528646	+	1734	233	209	24	1645
Tb927.8.5130	Tb927_08_v5.1	1529446	1531424	+	1979	505	358	147	640
Tb927.8.5140	Tb927_08_v5.1	1531814	1534527	+	2714	1056	766	290	1402
Tb927.8.5150	Tb927_08_v5.1	1534976	1535405	+	430	277	256	21	431
Tb927.8.5160	Tb927_08_v5.1	1535905	1541508	+	5604	2016	1472	544	8840
Tb927.8.5170	Tb927_08_v5.1	1541687	1546096	+	4410	5446	3280	2166	10107
Tb927.8.5180	Tb927_08_v5.1	1546221	1547088	+	868	400	262	138	696
Tb927.8.5190	Tb927_08_v5.1	1547169	1548699	+	1531	462	422	40	1427
Tb927.8.5200	Tb927_08_v5.1	1549441	1555421	+	5981	1052	932	120	4376
Tb927.8.5210	Tb927_08_v5.1	1555578	1559174	+	3597	1544	1098	446	3794
Tb927.8.5220	Tb927_08_v5.1	1559468	1562983	+	3516	1045	848	197	2893
Tb927.8.5230	Tb927_08_v5.1	1563327	1564491	+	1165	174	126	48	197
