# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003742.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003742.1.all.q/CM03_E_G1_S4/counts.txt" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam" "/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_F_plus_R.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted_dedup_WO.bam	/tmp/13003742.1.all.q/CM03_E_G1_S4/S4_sorted.bam
Tb927.8.2330	Tb927_08_v5.1	701043	703234	+	2192	460	421	39	639
Tb927.8.2340	Tb927_08_v5.1	703241	703794	+	554	992	562	430	1294
Tb927.8.2350	Tb927_08_v5.1	704416	705801	+	1386	418	328	90	537
Tb927.8.2360	Tb927_08_v5.1	705895	706679	+	785	150	123	27	171
Tb927.8.2370	Tb927_08_v5.1	706786	711807	+	5022	3235	1816	1419	5425
Tb927.8.2380	Tb927_08_v5.1	712995	717111	+	4117	3099	2184	915	7071
Tb927.8.2390	Tb927_08_v5.1	717467	722349	+	4883	3697	2459	1238	6511
Tb927.8.2395	Tb927_08_v5.1	722512	723148	+	637	137	96	41	153
Tb927.8.2400	Tb927_08_v5.1	723279	724400	+	1122	599	432	167	1617
Tb927.8.2410	Tb927_08_v5.1	724694	725801	+	1108	1590	991	599	2871
Tb927.8.2420	Tb927_08_v5.1	725932	727403	+	1472	1482	1108	374	5719
Tb927.8.2430	Tb927_08_v5.1	727512	731503	+	3992	2072	1413	659	4235
Tb927.8.2440	Tb927_08_v5.1	731962	732913	+	952	448	308	140	619
Tb927.8.2450	Tb927_08_v5.1	733142	734793	+	1652	1017	746	271	3056
Tb927.8.2460	Tb927_08_v5.1	734906	735789	+	884	281	213	68	1133
Tb927.8.2470	Tb927_08_v5.1	736651	737076	+	426	176	103	73	185
Tb927.8.2480	Tb927_08_v5.1	737509	739280	+	1772	658	524	134	1461
Tb8.NT.41	Tb927_08_v5.1	739390	739601	+	212	20	17	3	22
Tb927.8.2490	Tb927_08_v5.1	739706	740872	+	1167	928	589	339	1122
Tb927.8.2500	Tb927_08_v5.1	741004	741895	+	892	1157	793	364	3324
Tb927.8.2510	Tb927_08_v5.1	742173	743072	+	900	1034	851	183	2840
Tb927.8.2520	Tb927_08_v5.1	743167	748045	+	4879	829	682	147	1554
Tb927.8.2530	Tb927_08_v5.1	747466	748791	+	1326	39	36	3	48
Tb927.8.2540	Tb927_08_v5.1	749345	751477	+	2133	725	429	296	1162
Tb927.8.2550	Tb927_08_v5.1	751641	755569	+	3929	3155	2599	556	12963
Tb927.8.2560	Tb927_08_v5.1	755488	756437	+	950	502	446	56	1903
Tb927.8.2570	Tb927_08_v5.1	756297	758354	+	2058	1882	1300	582	5626
Tb927.8.2580	Tb927_08_v5.1	758535	761843	+	3309	1691	1355	336	4456
Tb927.8.2590	Tb927_08_v5.1	762392	764086	+	1695	660	573	87	4875
Tb927.8.2600	Tb927_08_v5.1	764939	766887	+	1949	815	741	74	2367
Tb8.NT.42	Tb927_08_v5.1	767297	767521	+	225	175	167	8	2278
Tb927.8.2610	Tb927_08_v5.1	767620	770026	+	2407	534	453	81	1474
Tb927.8.2620	Tb927_08_v5.1	770837	773457	+	2621	1002	703	299	13524
Tb927.8.2630	Tb927_08_v5.1	774188	776651	+	2464	1207	994	213	2637
Tb927.8.2640	Tb927_08_v5.1	778840	782385	+	3546	1819	1341	478	4047
Tb927.8.2650	Tb927_08_v5.1	783443	784773	+	1331	821	541	280	1077
Tb927.8.2660	Tb927_08_v5.1	784906	791740	+	6835	3436	2843	593	9014
Tb927.8.2663	Tb927_08_v5.1	793455	793527	+	73	260	205	55	447
Tb927.8.2666	Tb927_08_v5.1	793613	793684	-	72	154	138	16	326
Tb927.8.2670	Tb927_08_v5.1	794576	795942	+	1367	188	150	38	211
Tb927.8.2680	Tb927_08_v5.1;Tb927_08_v5.1	796080;796200	798142;798142	+;+	2063	1066	793	273	2903
Tb927.8.2690	Tb927_08_v5.1	798312	803188	+	4877	2888	1983	905	5504
Tb927.8.2700	Tb927_08_v5.1	803368	804088	+	721	302	188	114	867
Tb927.8.2710	Tb927_08_v5.1	804341	806699	+	2359	2848	2202	646	5440
Tb927.8.2720	Tb927_08_v5.1	806855	808193	+	1339	1338	1035	303	2269
Tb927.8.2730	Tb927_08_v5.1	808337	810316	+	1980	1298	1157	141	3226
Tb927.8.2740	Tb927_08_v5.1	810416	811569	+	1154	412	367	45	1948
Tb927.8.2750	Tb927_08_v5.1	813362	815396	+	2035	662	577	85	816
Tb927.8.2760	Tb927_08_v5.1	815506	817052	+	1547	697	478	219	1740
Tb927.8.2770	Tb927_08_v5.1	817161	828121	+	10961	7024	5334	1690	23381
Tb927.8.2780	Tb927_08_v5.1	828306	830608	+	2303	414	296	118	1392
Tb927.8.2790	Tb927_08_v5.1	837609	837978	+	370	13	10	3	14
Tb927.8.2800	Tb927_08_v5.1	838351	839679	+	1329	484	405	79	849
Tb927.8.2810	Tb927_08_v5.1	839858	842576	+	2719	3041	1762	1279	6180
Tb927.8.2820	Tb927_08_v5.1	842710	847057	+	4348	719	659	60	3835
Tb927.8.2830	Tb927_08_v5.1	847223	850113	+	2891	2090	1764	326	5601
Tb927.8.2840	Tb927_08_v5.1	850222	851750	+	1529	1535	1042	493	2514
Tb927.8.2850	Tb927_08_v5.1	851926	853813	+	1888	991	796	195	4278
Tb927.8.2851	Tb927_08_v5.1	854289	854362	-	74	29	27	2	72
Tb927.8.2852	Tb927_08_v5.1	854457	854528	+	72	10	8	2	10
Tb927.8.2853	Tb927_08_v5.1	854585	854657	+	73	21	1	20	21
Tb927.8.2854	Tb927_08_v5.1	854728	854800	+	73	46	23	23	63
Tb927.8.2855	Tb927_08_v5.1	857771	857845	-	75	340	306	34	747
Tb927.8.2856	Tb927_08_v5.1	858106	858177	+	72	256	219	37	429
Tb927.8.2857	Tb927_08_v5.1	858265	858346	+	82	32	30	2	34
Tb927.8.2858	Tb927_08_v5.1	858430	858501	-	72	56	54	2	167
Tb927.8.2859	Tb927_08_v5.1	858599	858670	+	72	252	236	16	380
Tb927.8.2861	Tb927_08_v5.1	860996	861256	-	261	507	465	42	795
Tb927.8.2862	Tb927_08_v5.1	861366	861438	+	73	18	14	4	21
Tb927.8.2863	Tb927_08_v5.1	861528	861599	-	72	17	7	10	17
Tb927.8.2864	Tb927_08_v5.1	861696	861839	+	144	76	56	20	78
Tb927.8.2860	Tb927_08_v5.1	865406	868405	-	3000	1967	1342	625	4237
Tb927.8.2870	Tb927_08_v5.1	868587	870845	-	2259	1613	1165	448	2213
Tb927.8.2880	Tb927_08_v5.1	871639	876199	-	4561	2788	2000	788	6198
Tb927.8.2890	Tb927_08_v5.1	877266	881560	+	4295	2748	1064	1684	4115
Tb927.8.2900	Tb927_08_v5.1	881054	882552	+	1499	466	318	148	658
Tb927.8.2910	Tb927_08_v5.1	882700	884542	+	1843	708	569	139	967
Tb927.8.2920	Tb927_08_v5.1	884672	886562	+	1891	1033	824	209	1502
Tb927.8.2930	Tb927_08_v5.1	886692	888582	+	1891	1084	856	228	1393
Tb927.8.2940	Tb927_08_v5.1	888712	890063	+	1352	867	715	152	1449
Tb927.8.2950	Tb927_08_v5.1	890660	892135	+	1476	1250	1032	218	2879
Tb927.8.2960	Tb927_08_v5.1	892457	895249	+	2793	2092	1716	376	5441
Tb927.8.2970	Tb927_08_v5.1	895680	896648	+	969	45	39	6	49
Tb927.8.2980	Tb927_08_v5.1	898038	899291	+	1254	782	644	138	4635
Tb927.8.2990	Tb927_08_v5.1	899534	900554	+	1021	830	549	281	2490
Tb927.8.3000	Tb927_08_v5.1	900877	903219	+	2343	1008	827	181	5388
Tb927.8.3010	Tb927_08_v5.1	903367	905676	+	2310	2385	1904	481	9449
Tb927.8.3020	Tb927_08_v5.1	907271	914486	+	7216	6470	3998	2472	11854
Tb927.8.3040	Tb927_08_v5.1	915592	916338	+	747	161	70	91	1065
Tb927.8.3050	Tb927_08_v5.1	917060	918842	+	1783	1691	1079	612	2665
Tb927.8.3060	Tb927_08_v5.1	919791	921969	+	2179	423	332	91	482
Tb927.8.3070	Tb927_08_v5.1	923165	923784	+	620	62	29	33	76
Tb927.8.3080	Tb927_08_v5.1	923893	928177	+	4285	2213	1674	539	5076
Tb927.8.3090	Tb927_08_v5.1	928316	928903	+	588	599	364	235	854
Tb927.8.3100	Tb927_08_v5.1	929023	931414	+	2392	880	733	147	2814
Tb927.8.3110	Tb927_08_v5.1	932081	933421	+	1341	434	372	62	925
Tb927.8.3120	Tb927_08_v5.1	933670	934249	+	580	601	356	245	1914
Tb927.8.3130	Tb927_08_v5.1	934396	935861	+	1466	379	351	28	1956
Tb927.8.3140	Tb927_08_v5.1	936145	937388	+	1244	1808	1335	473	3228
Tb927.8.3150	Tb927_08_v5.1	937529	939999	+	2471	7	6	1	21
Tb927.8.3160	Tb927_08_v5.1	940827	942770	+	1944	155	141	14	1682
Tb927.8.3170	Tb927_08_v5.1	942887	945326	+	2440	1486	1199	287	2436
Tb927.8.3180	Tb927_08_v5.1	946020	950296	+	4277	2593	1639	954	4283
Tb927.8.3190	Tb927_08_v5.1	950123	951294	+	1172	957	331	626	3044
Tb927.8.3200	Tb927_08_v5.1	952046	956786	+	4741	2976	2295	681	11823
Tb927.8.3210	Tb927_08_v5.1	957648	958463	+	816	931	696	235	1233
Tb927.8.3220	Tb927_08_v5.1	958592	961483	+	2892	1036	817	219	5944
Tb927.8.3230	Tb927_08_v5.1	962801	964670	+	1870	1114	814	300	3204
Tb927.8.3240	Tb927_08_v5.1	965524	966752	+	1229	522	415	107	883
Tb927.8.3250	Tb927_08_v5.1	966984	981752	+	14769	355	324	31	2344
Tb927.8.3260	Tb927_08_v5.1	982183	983490	+	1308	1118	493	625	2564
Tb927.8.3270	Tb927_08_v5.1	983405	984190	+	786	314	252	62	1019
Tb927.8.3280	Tb927_08_v5.1	984411	985998	+	1588	1294	621	673	1997
Tb927.8.3290	Tb927_08_v5.1	986144	992324	+	6181	6183	4120	2063	10514
Tb927.8.3300	Tb927_08_v5.1	992460	994554	+	2095	880	669	211	4248
Tb927.8.3310	Tb927_08_v5.1	994927	996965	+	2039	1522	1247	275	7093
Tb927.8.3320	Tb927_08_v5.1	997379	998882	+	1504	879	717	162	1269
Tb927.8.3330	Tb927_08_v5.1	999017	1000719	+	1703	1311	779	532	2901
Tb927.8.3340	Tb927_08_v5.1	1000877	1002162	+	1286	540	489	51	2873
Tb927.8.3350	Tb927_08_v5.1	1003807	1007745	+	3939	2130	1717	413	3964
Tb927.8.3360	Tb927_08_v5.1	1007867	1008586	+	720	53	53	0	898
Tb927.8.3370	Tb927_08_v5.1	1008745	1009828	+	1084	717	600	117	1937
Tb927.8.3380	Tb927_08_v5.1	1010068	1012000	+	1933	1164	914	250	3263
Tb927.8.3390	Tb927_08_v5.1	1012116	1012992	+	877	799	652	147	1229
Tb927.8.3400	Tb927_08_v5.1	1013755	1015700	+	1946	1531	1109	422	2500
Tb927.8.3410	Tb927_08_v5.1	1016136	1020924	+	4789	2740	1902	838	7094
Tb927.8.3420	Tb927_08_v5.1	1023591	1024401	+	811	1073	889	184	4169
Tb927.8.3430	Tb927_08_v5.1	1024623	1026506	+	1884	60	28	32	90
Tb927.8.3440	Tb927_08_v5.1	1026699	1027402	+	704	28	26	2	144
Tb927.8.3450	Tb927_08_v5.1	1027645	1028213	+	569	593	405	188	3389
Tb927.8.3460	Tb927_08_v5.1	1028680	1032263	+	3584	2091	1308	783	3789
Tb927.8.3470	Tb927_08_v5.1	1032399	1033518	+	1120	349	287	62	1771
Tb927.8.3480	Tb927_08_v5.1	1033628	1035616	+	1989	396	340	56	617
Tb927.8.3490	Tb927_08_v5.1	1036853	1040120	+	3268	1852	1420	432	3507
Tb927.8.3500	Tb927_08_v5.1	1040310	1043317	+	3008	1353	1121	232	6060
Tb927.8.3510	Tb927_08_v5.1	1043446	1044492	+	1047	382	297	85	796
Tb927.8.3520	Tb927_08_v5.1	1046889	1048728	+	1840	777	566	211	966
Tb927.8.3521	Tb927_08_v5.1	1049850	1050154	+	305	112	111	1	219
Tb927.8.3523	Tb927_08_v5.1	1053326	1053397	-	72	32	20	12	135
Tb927.8.3526	Tb927_08_v5.1	1053540	1053611	+	72	39	17	22	122
Tb927.8.3530	Tb927_08_v5.1	1057219	1058646	-	1428	225	186	39	2315
Tb927.8.3540	Tb927_08_v5.1	1058779	1062883	-	4105	3591	2184	1407	5559
Tb927.8.3550	Tb927_08_v5.1	1063078	1067745	-	4668	1092	934	158	1796
Tb927.8.3560	Tb927_08_v5.1	1068708	1071969	-	3262	1277	994	283	2502
Tb927.8.3570	Tb927_08_v5.1	1073820	1075990	-	2171	1702	1387	315	3291
Tb927.8.3580	Tb927_08_v5.1	1076641	1078261	-	1621	1165	797	368	3031
Tb927.8.3590	Tb927_08_v5.1	1078979	1081204	-	2226	1022	711	311	2836
Tb927.8.3600	Tb927_08_v5.1	1081372	1081911	-	540	133	126	7	214
Tb927.8.3610	Tb927_08_v5.1	1082670	1084035	-	1366	1904	957	947	2671
Tb927.8.3620	Tb927_08_v5.1	1084687	1087444	-	2758	1734	1261	473	5879
Tb927.8.3630	Tb927_08_v5.1	1088840	1090808	-	1969	950	754	196	3190
Tb927.8.3640	Tb927_08_v5.1	1090900	1092384	-	1485	835	691	144	1896
Tb927.8.3650	Tb927_08_v5.1	1092811	1095640	-	2830	1357	1147	210	4274
Tb927.8.3660	Tb927_08_v5.1	1095758	1099007	-	3250	2056	1642	414	4315
Tb927.8.3680	Tb927_08_v5.1	1099237	1102869	-	3633	1754	1182	572	4390
Tb927.8.3690	Tb927_08_v5.1	1104950	1106521	-	1572	2025	1207	818	3539
Tb927.8.3700	Tb927_08_v5.1	1106333	1112017	-	5685	4525	2948	1577	10203
Tb927.8.3710	Tb927_08_v5.1	1112178	1115015	-	2838	2036	1302	734	4718
Tb927.8.3720	Tb927_08_v5.1	1114848	1116794	-	1947	810	594	216	1818
Tb927.8.3730	Tb927_08_v5.1	1117169	1118665	-	1497	498	372	126	886
Tb927.8.3740	Tb927_08_v5.1	1118415	1119755	-	1341	423	325	98	9041
Tb927.8.3750	Tb927_08_v5.1	1120048	1122401	-	2354	533	483	50	1699
Tb927.8.3770	Tb927_08_v5.1	1122334	1125656	-	3323	1292	978	314	3583
Tb927.8.3780	Tb927_08_v5.1	1126319	1127296	-	978	1552	991	561	2365
Tb927.8.3790	Tb927_08_v5.1	1127411	1128678	-	1268	584	476	108	1322
Tb927.8.3800	Tb927_08_v5.1	1128820	1131277	-	2458	1777	1443	334	5060
Tb927.8.3810	Tb927_08_v5.1	1131445	1134388	-	2944	1102	828	274	9466
Tb927.8.3820	Tb927_08_v5.1	1134779	1139104	-	4326	1556	1142	414	2767
Tb927.8.3830	Tb927_08_v5.1	1139273	1142237	-	2965	2312	1507	805	5279
Tb927.8.3840	Tb927_08_v5.1	1142361	1145732	-	3372	1563	1311	252	5989
Tb927.8.3850	Tb927_08_v5.1	1147084	1150324	-	3241	432	380	52	1489
Tb927.8.3860	Tb927_08_v5.1	1150423	1151824	-	1402	282	204	78	407
Tb927.8.3870	Tb927_08_v5.1	1151890	1155753	-	3864	1722	1458	264	2392
Tb927.8.3880	Tb927_08_v5.1;Tb927_08_v5.1	1157195;1157195	1158440;1159616	-;-	2422	865	600	265	2682
Tb927.8.3890	Tb927_08_v5.1	1159755	1162242	-	2488	1169	905	264	3410
Tb927.8.3900	Tb927_08_v5.1	1162882	1164214	-	1333	1043	914	129	2742
Tb927.8.3910	Tb927_08_v5.1	1164485	1165531	-	1047	597	378	219	1309
Tb927.8.3920	Tb927_08_v5.1	1165659	1168666	-	3008	879	742	137	3821
Tb927.8.3930	Tb927_08_v5.1	1168776	1172000	-	3225	1438	1174	264	4306
Tb927.8.3940	Tb927_08_v5.1	1176781	1180114	-	3334	1185	782	403	4188
Tb927.8.3950	Tb927_08_v5.1	1180246	1183025	-	2780	3341	2116	1225	6465
Tb927.8.3960	Tb927_08_v5.1	1183149	1185347	-	2199	935	848	87	2907
Tb927.8.3970	Tb927_08_v5.1	1185389	1187153	-	1765	1476	777	699	1757
Tb927.8.3980	Tb927_08_v5.1	1187352	1190098	-	2747	1897	1648	249	5784
Tb927.8.3990	Tb927_08_v5.1	1190781	1191683	-	903	619	511	108	1129
Tb927.8.4000	Tb927_08_v5.1;Tb927_08_v5.1	1191784;1191784	1193399;1194399	-;-	2616	1192	745	447	3607
Tb927.8.4010	Tb927_08_v5.1	1196773	1198570	-	1798	1452	1012	440	3375
Tb927.8.4020	Tb927_08_v5.1	1198726	1199587	-	862	634	543	91	1479
Tb927.8.4030	Tb927_08_v5.1	1199747	1200400	-	654	315	243	72	469
Tb927.8.4040	Tb927_08_v5.1	1200841	1202506	-	1666	1323	1073	250	1819
Tb927.8.4050	Tb927_08_v5.1	1202658	1205703	-	3046	3141	2291	850	6421
Tb927.8.4060	Tb927_08_v5.1	1205897	1208187	-	2291	325	307	18	1883
Tb927.8.4070	Tb927_08_v5.1	1208344	1209205	-	862	464	405	59	1133
Tb927.8.4080	Tb927_08_v5.1	1209317	1210018	-	702	236	190	46	311
Tb927.8.4090	Tb927_08_v5.1	1210209	1212124	-	1916	1662	1363	299	4681
Tb927.8.4100	Tb927_08_v5.1	1212951	1215321	-	2371	2438	1734	704	4955
Tb927.8.4110	Tb927_08_v5.1	1215515	1217803	-	2289	272	246	26	1276
Tb927.8.4120	Tb927_08_v5.1	1217959	1218820	-	862	638	541	97	1547
Tb927.8.4130	Tb927_08_v5.1	1218980	1219630	-	651	125	111	14	206
Tb927.8.4140	Tb927_08_v5.1	1219773	1221084	-	1312	527	434	93	2713
Tb927.8.4150	Tb927_08_v5.1	1221538	1222900	-	1363	868	695	173	2668
Tb927.8.4160	Tb927_08_v5.1	1223054	1227104	-	4051	6853	4166	2687	13261
Tb927.8.4170	Tb927_08_v5.1	1227252	1230271	-	3020	636	369	267	967
Tb927.8.4175	Tb927_08_v5.1	1230371	1231148	-	778	1014	651	363	1982
Tb927.8.4180	Tb927_08_v5.1	1231300	1232063	-	764	270	261	9	1111
Tb927.8.4190	Tb927_08_v5.1	1232612	1236099	-	3488	830	698	132	3607
Tb927.8.4200	Tb927_08_v5.1	1238448	1245924	-	7477	2707	2101	606	8910
Tb927.8.4210	Tb927_08_v5.1	1248877	1250284	-	1408	601	508	93	1132
Tb927.8.4220	Tb927_08_v5.1	1250473	1251983	-	1511	465	334	131	548
Tb927.8.4230	Tb927_08_v5.1	1252160	1256357	-	4198	2346	2006	340	7277
Tb927.8.4240	Tb927_08_v5.1	1257778	1262923	-	5146	5268	3335	1933	9373
Tb927.8.4250	Tb927_08_v5.1	1263258	1264876	-	1619	739	553	186	3007
Tb927.8.4260	Tb927_08_v5.1	1266035	1268949	-	2915	1911	1235	676	4343
Tb927.8.4270	Tb927_08_v5.1	1269407	1271602	-	2196	1346	1050	296	8339
Tb927.8.4280	Tb927_08_v5.1	1271779	1272890	-	1112	341	308	33	499
Tb927.8.4290	Tb927_08_v5.1	1272830	1274243	-	1414	621	488	133	825
Tb927.8.4300	Tb927_08_v5.1	1274460	1276319	-	1860	869	678	191	31408
Tb927.8.4310	Tb927_08_v5.1	1276524	1279028	-	2505	977	766	211	3898
Tb927.8.4320	Tb927_08_v5.1	1279760	1284377	-	4618	1013	904	109	2833
Tb927.8.4330	Tb927_08_v5.1	1285612	1287577	-	1966	156	103	53	1004
Tb927.8.4340	Tb927_08_v5.1	1287470	1290048	-	2579	914	829	85	3603
Tb927.8.4350	Tb927_08_v5.1	1291050	1294230	-	3181	3391	2487	904	8169
Tb927.8.4360	Tb927_08_v5.1	1296185	1300670	-	4486	1769	1504	265	6792
Tb927.8.4370	Tb927_08_v5.1	1302405	1305188	-	2784	2497	2098	399	7928
Tb927.8.4380	Tb927_08_v5.1	1306377	1306784	-	408	17	16	1	40
Tb927.8.4390	Tb927_08_v5.1	1306914	1308814	-	1901	1968	1357	611	3843
Tb927.8.4400	Tb927_08_v5.1	1309018	1311544	-	2527	1203	820	383	2293
Tb927.8.4410	Tb927_08_v5.1	1311690	1313361	-	1672	1043	754	289	3264
Tb927.8.4420	Tb927_08_v5.1	1314334	1314901	-	568	278	220	58	2531
Tb927.8.4430	Tb927_08_v5.1	1315354	1316529	-	1176	921	774	147	1457
Tb927.8.4440	Tb927_08_v5.1	1317567	1318945	-	1379	706	505	201	1234
Tb927.8.4450	Tb927_08_v5.1	1319116	1320885	-	1770	2300	1976	324	7464
Tb927.8.4460	Tb927_08_v5.1	1321193	1324411	-	3219	1665	1259	406	5615
Tb927.8.4470	Tb927_08_v5.1;Tb927_08_v5.1	1324654;1324654	1325332;1325414	-;-	761	461	305	156	1779
Tb927.8.4480	Tb927_08_v5.1	1325629	1326793	-	1165	430	330	100	787
Tb927.8.4490	Tb927_08_v5.1	1327356	1328630	-	1275	60	57	3	73
Tb927.8.4500	Tb927_08_v5.1	1328765	1334535	-	5771	1755	1511	244	3217
Tb927.8.4510	Tb927_08_v5.1	1334676	1337572	-	2897	1265	1107	158	4509
Tb927.8.4520	Tb927_08_v5.1	1338497	1339298	-	802	459	263	196	748
Tb927.8.4530	Tb927_08_v5.1	1339404	1341108	-	1705	1169	988	181	3324
Tb927.8.4540	Tb927_08_v5.1	1346345	1349172	-	2828	232	215	17	1097
Tb927.8.4550	Tb927_08_v5.1	1349440	1350114	-	675	498	424	74	1923
Tb927.8.4560	Tb927_08_v5.1	1351074	1354860	-	3787	1474	898	576	2108
Tb927.8.4570	Tb927_08_v5.1	1355017	1356795	-	1779	1651	1381	270	4909
Tb927.8.4580	Tb927_08_v5.1	1357004	1359085	-	2082	163	102	61	827
Tb927.8.4590	Tb927_08_v5.1	1358963	1360104	-	1142	384	262	122	435
Tb927.8.4600	Tb927_08_v5.1	1360215	1362017	-	1803	932	683	249	3022
Tb927.8.4610	Tb927_08_v5.1	1362138	1363454	-	1317	224	207	17	1269
Tb927.8.4620	Tb927_08_v5.1	1364444	1365387	-	944	158	126	32	199
Tb927.8.4630	Tb927_08_v5.1	1365595	1366202	-	608	144	101	43	162
Tb927.8.4640	Tb927_08_v5.1	1366318	1367885	-	1568	1222	848	374	1622
Tb927.8.4650	Tb927_08_v5.1	1367995	1368649	-	655	328	288	40	575
Tb927.8.4660	Tb927_08_v5.1	1368846	1372047	-	3202	1080	841	239	1610
Tb927.8.4670	Tb927_08_v5.1	1372419	1374172	-	1754	964	842	122	2728
Tb927.8.4680	Tb927_08_v5.1	1374306	1375582	-	1277	1421	878	543	2854
Tb927.8.4690	Tb927_08_v5.1	1375776	1376948	-	1173	804	698	106	2024
Tb927.8.4695	Tb927_08_v5.1	1377090	1377526	-	437	132	86	46	267
Tb927.8.4700	Tb927_08_v5.1	1378393	1381585	-	3193	4176	3311	865	7763
Tb927.8.4710	Tb927_08_v5.1	1383120	1384566	-	1447	2534	1915	619	3970
Tb927.8.4720	Tb927_08_v5.1	1384711	1387549	-	2839	4088	3146	942	5862
Tb927.8.4730	Tb927_08_v5.1	1387684	1390532	-	2849	3711	2757	954	5602
Tb927.8.4740	Tb927_08_v5.1	1390667	1393514	-	2848	4434	3469	965	6221
Tb927.8.4750	Tb927_08_v5.1	1393649	1396213	-	2565	1833	1435	398	2849
Tb927.8.4760	Tb927_08_v5.1;Tb927_08_v5.1	1396417;1396417	1397156;1398072	-;-	1656	739	444	295	3246
Tb927.8.4770	Tb927_08_v5.1	1403343	1404288	-	946	577	412	165	1110
Tb927.8.4780	Tb927_08_v5.1	1404852	1417416	-	12565	327	293	34	2400
Tb927.8.4790	Tb927_08_v5.1	1417546	1418959	-	1414	190	105	85	211
Tb927.8.4800	Tb927_08_v5.1	1419244	1420505	-	1262	485	354	131	1969
Tb927.8.4810	Tb927_08_v5.1	1420688	1421813	-	1126	348	240	108	553
Tb927.8.4820	Tb927_08_v5.1	1421915	1424477	-	2563	429	387	42	1237
Tb927.8.4830	Tb927_08_v5.1	1424810	1425646	-	837	120	79	41	517
Tb927.8.4840	Tb927_08_v5.1	1425784	1429488	-	3705	734	625	109	1594
Tb927.8.4850	Tb927_08_v5.1	1429657	1430756	-	1100	833	629	204	1124
Tb927.8.4860	Tb927_08_v5.1	1430923	1433034	-	2112	1273	982	291	1766
Tb927.8.4870	Tb927_08_v5.1	1433185	1437153	-	3969	196	178	18	235
Tb927.8.4880	Tb927_08_v5.1	1437486	1441527	-	4042	1712	1293	419	2773
Tb927.8.4890	Tb927_08_v5.1	1441654	1443256	-	1603	781	514	267	2019
Tb927.8.4895	Tb927_08_v5.1	1450508	1451928	+	1421	172	145	27	228
Tb927.8.4900	Tb927_08_v5.1	1451476	1455473	+	3998	1584	1268	316	5335
Tb927.8.4910	Tb927_08_v5.1	1455605	1456104	+	500	278	200	78	401
Tb927.8.4920	Tb927_08_v5.1	1456263	1458674	+	2412	607	425	182	1541
Tb927.8.4930	Tb927_08_v5.1	1458866	1460096	+	1231	700	619	81	967
Tb927.8.4940	Tb927_08_v5.1	1460323	1462238	+	1916	1137	662	475	1524
Tb927.8.4950	Tb927_08_v5.1	1463261	1467903	+	4643	2206	1325	881	6001
Tb927.8.4960	Tb927_08_v5.1	1469613	1474602	+	4990	2143	1594	549	8580
Tb927.8.4970	Tb927_08_v5.1	1474765	1476763	+	1999	6	4	2	6
Tb927.8.4980	Tb927_08_v5.1	1476908	1478917	+	2010	4	1	3	4
Tb927.8.4990	Tb927_08_v5.1	1479062	1480928	+	1867	8	1	7	8
Tb927.8.5000	Tb927_08_v5.1	1481216	1483225	+	2010	1	0	1	1
Tb927.8.5010	Tb927_08_v5.1	1483370	1485373	+	2004	21	17	4	22
Tb927.8.5020	Tb927_08_v5.1	1486226	1488214	+	1989	724	509	215	6159
Tb927.8.5030	Tb927_08_v5.1	1488323	1488988	+	666	389	274	115	475
Tb927.8.5040	Tb927_08_v5.1	1489391	1490840	+	1450	861	650	211	1534
Tb927.8.5050	Tb927_08_v5.1	1491031	1495547	+	4517	2205	1519	686	6458
Tb927.8.5060	Tb927_08_v5.1	1495866	1496635	+	770	513	354	159	626
Tb927.8.5070	Tb927_08_v5.1	1497502	1498602	+	1101	199	145	54	265
Tb927.8.5080	Tb927_08_v5.1	1498702	1502336	+	3635	2296	1636	660	6079
Tb927.8.5090	Tb927_08_v5.1	1502444	1508604	+	6161	1318	1093	225	5147
Tb927.8.5100	Tb927_08_v5.1	1508989	1517783	+	8795	3990	2831	1159	12491
Tb927.8.5110	Tb927_08_v5.1	1518170	1524300	+	6131	2057	1726	331	5896
Tb927.8.5120	Tb927_08_v5.1	1526913	1528646	+	1734	312	278	34	2720
Tb927.8.5130	Tb927_08_v5.1	1529446	1531424	+	1979	670	402	268	1024
Tb927.8.5140	Tb927_08_v5.1	1531814	1534527	+	2714	1907	1300	607	2781
Tb927.8.5150	Tb927_08_v5.1	1534976	1535405	+	430	256	242	14	424
Tb927.8.5160	Tb927_08_v5.1	1535905	1541508	+	5604	2875	2096	779	9600
Tb927.8.5170	Tb927_08_v5.1	1541687	1546096	+	4410	7609	4857	2752	15441
Tb927.8.5180	Tb927_08_v5.1	1546221	1547088	+	868	676	415	261	1439
