# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003739.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/counts.txt" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam
Tb927.8.2350	Tb927_08_v5.1	704416	705801	+	1386	204	154	50	361
Tb927.8.2360	Tb927_08_v5.1	705895	706679	+	785	16	9	7	17
Tb927.8.2370	Tb927_08_v5.1	706786	711807	+	5022	1536	870	666	2662
Tb927.8.2380	Tb927_08_v5.1	712995	717111	+	4117	2096	1532	564	5062
Tb927.8.2390	Tb927_08_v5.1	717467	722349	+	4883	2336	1680	656	6532
Tb927.8.2395	Tb927_08_v5.1	722512	723148	+	637	55	47	8	62
Tb927.8.2400	Tb927_08_v5.1	723279	724400	+	1122	63	49	14	329
Tb927.8.2410	Tb927_08_v5.1	724694	725801	+	1108	985	766	219	1716
Tb927.8.2420	Tb927_08_v5.1	725932	727403	+	1472	487	400	87	1046
Tb927.8.2430	Tb927_08_v5.1	727512	731503	+	3992	1543	949	594	2648
Tb927.8.2440	Tb927_08_v5.1	731962	732913	+	952	845	574	271	1137
Tb927.8.2450	Tb927_08_v5.1	733142	734793	+	1652	414	347	67	1461
Tb927.8.2460	Tb927_08_v5.1	734906	735789	+	884	160	130	30	791
Tb927.8.2470	Tb927_08_v5.1	736651	737076	+	426	21	0	21	22
Tb927.8.2480	Tb927_08_v5.1	737509	739280	+	1772	167	111	56	592
Tb8.NT.41	Tb927_08_v5.1	739390	739601	+	212	16	15	1	16
Tb927.8.2490	Tb927_08_v5.1	739706	740872	+	1167	473	320	153	521
Tb927.8.2500	Tb927_08_v5.1	741004	741895	+	892	609	457	152	1684
Tb927.8.2510	Tb927_08_v5.1	742173	743072	+	900	518	454	64	1212
Tb927.8.2520	Tb927_08_v5.1	743167	748045	+	4879	115	113	2	680
Tb927.8.2530	Tb927_08_v5.1	747466	748791	+	1326	117	109	8	218
Tb927.8.2540	Tb927_08_v5.1	749345	751477	+	2133	586	276	310	1222
Tb927.8.2550	Tb927_08_v5.1	751641	755569	+	3929	1720	1522	198	5888
Tb927.8.2560	Tb927_08_v5.1	755488	756437	+	950	443	422	21	2282
Tb927.8.2570	Tb927_08_v5.1	756297	758354	+	2058	865	565	300	3003
Tb927.8.2580	Tb927_08_v5.1	758535	761843	+	3309	772	703	69	1975
Tb927.8.2590	Tb927_08_v5.1	762392	764086	+	1695	332	281	51	1925
Tb927.8.2600	Tb927_08_v5.1	764939	766887	+	1949	470	433	37	1767
Tb8.NT.42	Tb927_08_v5.1	767297	767521	+	225	45	44	1	410
Tb927.8.2610	Tb927_08_v5.1	767620	770026	+	2407	415	289	126	2108
Tb927.8.2620	Tb927_08_v5.1	770837	773457	+	2621	2411	1775	636	17232
Tb927.8.2630	Tb927_08_v5.1	774188	776651	+	2464	5042	2599	2443	8545
Tb927.8.2640	Tb927_08_v5.1	778840	782385	+	3546	1601	1339	262	2864
Tb927.8.2650	Tb927_08_v5.1	783443	784773	+	1331	583	425	158	718
Tb927.8.2660	Tb927_08_v5.1	784906	791740	+	6835	2009	1757	252	4022
Tb927.8.2663	Tb927_08_v5.1	793455	793527	+	73	56	33	23	57
Tb927.8.2666	Tb927_08_v5.1	793613	793684	-	72	84	65	19	90
Tb927.8.2670	Tb927_08_v5.1	794576	795942	+	1367	210	180	30	244
Tb927.8.2680	Tb927_08_v5.1;Tb927_08_v5.1	796080;796200	798142;798142	+;+	2063	489	416	73	2520
Tb927.8.2690	Tb927_08_v5.1	798312	803188	+	4877	1560	1230	330	2572
Tb927.8.2700	Tb927_08_v5.1	803368	804088	+	721	711	433	278	1278
Tb927.8.2710	Tb927_08_v5.1	804341	806699	+	2359	1869	1482	387	3437
Tb927.8.2720	Tb927_08_v5.1	806855	808193	+	1339	816	707	109	1183
Tb927.8.2730	Tb927_08_v5.1	808337	810316	+	1980	604	578	26	1318
Tb927.8.2740	Tb927_08_v5.1	810416	811569	+	1154	152	139	13	403
Tb927.8.2750	Tb927_08_v5.1	813362	815396	+	2035	469	422	47	817
Tb927.8.2760	Tb927_08_v5.1	815506	817052	+	1547	64	52	12	533
Tb927.8.2770	Tb927_08_v5.1	817161	828121	+	10961	4718	3656	1062	9884
Tb927.8.2780	Tb927_08_v5.1	828306	830608	+	2303	219	142	77	924
Tb927.8.2790	Tb927_08_v5.1	837609	837978	+	370	5	2	3	5
Tb927.8.2800	Tb927_08_v5.1	838351	839679	+	1329	362	319	43	649
Tb927.8.2810	Tb927_08_v5.1	839858	842576	+	2719	1560	1058	502	3526
Tb927.8.2820	Tb927_08_v5.1	842710	847057	+	4348	615	558	57	1839
Tb927.8.2830	Tb927_08_v5.1	847223	850113	+	2891	1527	1263	264	3006
Tb927.8.2840	Tb927_08_v5.1	850222	851750	+	1529	701	525	176	862
Tb927.8.2850	Tb927_08_v5.1	851926	853813	+	1888	760	650	110	2752
Tb927.8.2851	Tb927_08_v5.1	854289	854362	-	74	16	15	1	28
Tb927.8.2852	Tb927_08_v5.1	854457	854528	+	72	18	14	4	19
Tb927.8.2853	Tb927_08_v5.1	854585	854657	+	73	29	2	27	30
Tb927.8.2854	Tb927_08_v5.1	854728	854800	+	73	69	50	19	116
Tb927.8.2855	Tb927_08_v5.1	857771	857845	-	75	164	156	8	358
Tb927.8.2856	Tb927_08_v5.1	858106	858177	+	72	158	150	8	306
Tb927.8.2857	Tb927_08_v5.1	858265	858346	+	82	0	0	0	0
Tb927.8.2858	Tb927_08_v5.1	858430	858501	-	72	31	30	1	148
Tb927.8.2859	Tb927_08_v5.1	858599	858670	+	72	88	83	5	136
Tb927.8.2861	Tb927_08_v5.1	860996	861256	-	261	247	208	39	290
Tb927.8.2862	Tb927_08_v5.1	861366	861438	+	73	12	6	6	12
Tb927.8.2863	Tb927_08_v5.1	861528	861599	-	72	15	8	7	17
Tb927.8.2864	Tb927_08_v5.1	861696	861839	+	144	153	143	10	209
Tb927.8.2860	Tb927_08_v5.1	865406	868405	-	3000	1079	860	219	2121
Tb927.8.2870	Tb927_08_v5.1	868587	870845	-	2259	938	676	262	1275
Tb927.8.2880	Tb927_08_v5.1	871639	876199	-	4561	1969	1417	552	3609
Tb927.8.2890	Tb927_08_v5.1	877266	881560	+	4295	2776	779	1997	3702
Tb927.8.2900	Tb927_08_v5.1	881054	882552	+	1499	318	269	49	403
Tb927.8.2910	Tb927_08_v5.1	882700	884542	+	1843	565	482	83	851
Tb927.8.2920	Tb927_08_v5.1	884672	886562	+	1891	505	411	94	700
Tb927.8.2930	Tb927_08_v5.1	886692	888582	+	1891	857	630	227	1017
Tb927.8.2940	Tb927_08_v5.1	888712	890063	+	1352	555	477	78	836
Tb927.8.2950	Tb927_08_v5.1	890660	892135	+	1476	714	522	192	1419
Tb927.8.2960	Tb927_08_v5.1	892457	895249	+	2793	1528	1347	181	3979
Tb927.8.2970	Tb927_08_v5.1	895680	896648	+	969	38	33	5	39
Tb927.8.2980	Tb927_08_v5.1	898038	899291	+	1254	580	480	100	4149
Tb927.8.2990	Tb927_08_v5.1	899534	900554	+	1021	351	234	117	884
Tb927.8.3000	Tb927_08_v5.1	900877	903219	+	2343	877	719	158	6893
Tb927.8.3010	Tb927_08_v5.1	903367	905676	+	2310	1528	1270	258	6547
Tb927.8.3020	Tb927_08_v5.1	907271	914486	+	7216	3942	2525	1417	7694
Tb927.8.3040	Tb927_08_v5.1	915592	916338	+	747	220	132	88	2296
Tb927.8.3050	Tb927_08_v5.1	917060	918842	+	1783	1448	929	519	2258
Tb927.8.3060	Tb927_08_v5.1	919791	921969	+	2179	308	253	55	409
Tb927.8.3070	Tb927_08_v5.1	923165	923784	+	620	16	9	7	16
Tb927.8.3080	Tb927_08_v5.1	923893	928177	+	4285	2482	2028	454	4931
Tb927.8.3090	Tb927_08_v5.1	928316	928903	+	588	383	284	99	519
Tb927.8.3100	Tb927_08_v5.1	929023	931414	+	2392	890	610	280	1473
Tb927.8.3110	Tb927_08_v5.1	932081	933421	+	1341	381	357	24	831
Tb927.8.3120	Tb927_08_v5.1	933670	934249	+	580	436	288	148	895
Tb927.8.3130	Tb927_08_v5.1	934396	935861	+	1466	189	185	4	794
Tb927.8.3140	Tb927_08_v5.1	936145	937388	+	1244	1101	906	195	1911
Tb927.8.3150	Tb927_08_v5.1	937529	939999	+	2471	851	767	84	1489
Tb927.8.3160	Tb927_08_v5.1	940827	942770	+	1944	58	45	13	329
Tb927.8.3170	Tb927_08_v5.1	942887	945326	+	2440	659	558	101	988
Tb927.8.3180	Tb927_08_v5.1	946020	950296	+	4277	1012	688	324	1478
Tb927.8.3190	Tb927_08_v5.1	950123	951294	+	1172	994	601	393	4006
Tb927.8.3200	Tb927_08_v5.1	952046	956786	+	4741	2534	1978	556	10622
Tb927.8.3210	Tb927_08_v5.1	957648	958463	+	816	491	388	103	563
Tb927.8.3220	Tb927_08_v5.1	958592	961483	+	2892	883	786	97	3245
Tb927.8.3230	Tb927_08_v5.1	962801	964670	+	1870	647	555	92	2247
Tb927.8.3240	Tb927_08_v5.1	965524	966752	+	1229	75	32	43	127
Tb927.8.3250	Tb927_08_v5.1	966984	981752	+	14769	2254	2137	117	26376
Tb927.8.3260	Tb927_08_v5.1	982183	983490	+	1308	1303	574	729	2375
Tb927.8.3270	Tb927_08_v5.1	983405	984190	+	786	125	110	15	186
Tb927.8.3280	Tb927_08_v5.1	984411	985998	+	1588	957	423	534	1465
Tb927.8.3290	Tb927_08_v5.1	986144	992324	+	6181	2451	1843	608	4790
Tb927.8.3300	Tb927_08_v5.1	992460	994554	+	2095	339	299	40	2643
Tb927.8.3310	Tb927_08_v5.1	994927	996965	+	2039	760	661	99	3742
Tb927.8.3320	Tb927_08_v5.1	997379	998882	+	1504	628	563	65	1035
Tb927.8.3330	Tb927_08_v5.1	999017	1000719	+	1703	263	226	37	534
Tb927.8.3340	Tb927_08_v5.1	1000877	1002162	+	1286	386	355	31	1235
Tb927.8.3350	Tb927_08_v5.1	1003807	1007745	+	3939	978	910	68	1559
Tb927.8.3360	Tb927_08_v5.1	1007867	1008586	+	720	4	2	2	57
Tb927.8.3370	Tb927_08_v5.1	1008745	1009828	+	1084	444	398	46	889
Tb927.8.3380	Tb927_08_v5.1	1010068	1012000	+	1933	608	511	97	1253
Tb927.8.3390	Tb927_08_v5.1	1012116	1012992	+	877	647	555	92	913
Tb927.8.3400	Tb927_08_v5.1	1013755	1015700	+	1946	619	516	103	1396
Tb927.8.3410	Tb927_08_v5.1	1016136	1020924	+	4789	3110	2138	972	8389
Tb927.8.3420	Tb927_08_v5.1	1023591	1024401	+	811	748	656	92	1816
Tb927.8.3430	Tb927_08_v5.1	1024623	1026506	+	1884	6	2	4	49
Tb927.8.3440	Tb927_08_v5.1	1026699	1027402	+	704	3	2	1	16
Tb927.8.3450	Tb927_08_v5.1	1027645	1028213	+	569	471	390	81	2681
Tb927.8.3460	Tb927_08_v5.1	1028680	1032263	+	3584	862	617	245	2144
Tb927.8.3470	Tb927_08_v5.1	1032399	1033518	+	1120	158	135	23	684
Tb927.8.3480	Tb927_08_v5.1	1033628	1035616	+	1989	91	57	34	95
Tb927.8.3490	Tb927_08_v5.1	1036853	1040120	+	3268	1001	844	157	2372
Tb927.8.3500	Tb927_08_v5.1	1040310	1043317	+	3008	814	676	138	4074
Tb927.8.3510	Tb927_08_v5.1	1043446	1044492	+	1047	253	214	39	311
Tb927.8.3520	Tb927_08_v5.1	1046889	1048728	+	1840	688	475	213	809
Tb927.8.3521	Tb927_08_v5.1	1049850	1050154	+	305	6	5	1	17
Tb927.8.3523	Tb927_08_v5.1	1053326	1053397	-	72	9	7	2	23
Tb927.8.3526	Tb927_08_v5.1	1053540	1053611	+	72	18	8	10	26
Tb927.8.3530	Tb927_08_v5.1	1057219	1058646	-	1428	233	181	52	1373
Tb927.8.3540	Tb927_08_v5.1	1058779	1062883	-	4105	3565	2178	1387	6681
Tb927.8.3550	Tb927_08_v5.1	1063078	1067745	-	4668	612	554	58	3043
Tb927.8.3560	Tb927_08_v5.1	1068708	1071969	-	3262	1504	1113	391	2278
Tb927.8.3570	Tb927_08_v5.1	1073820	1075990	-	2171	1463	1189	274	3262
Tb927.8.3580	Tb927_08_v5.1	1076641	1078261	-	1621	362	257	105	1745
Tb927.8.3590	Tb927_08_v5.1	1078979	1081204	-	2226	268	202	66	588
Tb927.8.3600	Tb927_08_v5.1	1081372	1081911	-	540	1	0	1	1
Tb927.8.3610	Tb927_08_v5.1	1082670	1084035	-	1366	1079	741	338	1394
Tb927.8.3620	Tb927_08_v5.1	1084687	1087444	-	2758	716	550	166	2478
Tb927.8.3630	Tb927_08_v5.1	1088840	1090808	-	1969	431	350	81	1886
Tb927.8.3640	Tb927_08_v5.1	1090900	1092384	-	1485	872	817	55	2350
Tb927.8.3650	Tb927_08_v5.1	1092811	1095640	-	2830	590	532	58	2425
Tb927.8.3660	Tb927_08_v5.1	1095758	1099007	-	3250	1094	760	334	1681
Tb927.8.3680	Tb927_08_v5.1	1099237	1102869	-	3633	1052	704	348	3735
Tb927.8.3690	Tb927_08_v5.1	1104950	1106521	-	1572	852	578	274	1594
Tb927.8.3700	Tb927_08_v5.1	1106333	1112017	-	5685	2803	1872	931	4838
Tb927.8.3710	Tb927_08_v5.1	1112178	1115015	-	2838	1523	1035	488	2458
Tb927.8.3720	Tb927_08_v5.1	1114848	1116794	-	1947	765	599	166	1348
Tb927.8.3730	Tb927_08_v5.1	1117169	1118665	-	1497	230	215	15	967
Tb927.8.3740	Tb927_08_v5.1	1118415	1119755	-	1341	232	166	66	3562
Tb927.8.3750	Tb927_08_v5.1	1120048	1122401	-	2354	131	118	13	1256
Tb927.8.3770	Tb927_08_v5.1	1122334	1125656	-	3323	423	371	52	1287
Tb927.8.3780	Tb927_08_v5.1	1126319	1127296	-	978	648	503	145	1175
Tb927.8.3790	Tb927_08_v5.1	1127411	1128678	-	1268	629	468	161	1910
Tb927.8.3800	Tb927_08_v5.1	1128820	1131277	-	2458	894	696	198	1950
Tb927.8.3810	Tb927_08_v5.1	1131445	1134388	-	2944	1910	1286	624	6339
Tb927.8.3820	Tb927_08_v5.1	1134779	1139104	-	4326	1337	1060	277	2173
Tb927.8.3830	Tb927_08_v5.1	1139273	1142237	-	2965	1980	1459	521	4478
Tb927.8.3840	Tb927_08_v5.1	1142361	1145732	-	3372	2022	1697	325	6486
Tb927.8.3850	Tb927_08_v5.1	1147084	1150324	-	3241	898	673	225	1993
Tb927.8.3860	Tb927_08_v5.1	1150423	1151824	-	1402	357	245	112	543
Tb927.8.3870	Tb927_08_v5.1	1151890	1155753	-	3864	526	451	75	651
Tb927.8.3880	Tb927_08_v5.1;Tb927_08_v5.1	1157195;1157195	1158440;1159616	-;-	2422	192	154	38	598
Tb927.8.3890	Tb927_08_v5.1	1159755	1162242	-	2488	266	216	50	1269
Tb927.8.3900	Tb927_08_v5.1	1162882	1164214	-	1333	320	309	11	1536
Tb927.8.3910	Tb927_08_v5.1	1164485	1165531	-	1047	188	147	41	270
Tb927.8.3920	Tb927_08_v5.1	1165659	1168666	-	3008	510	419	91	2118
Tb927.8.3930	Tb927_08_v5.1	1168776	1172000	-	3225	858	738	120	2405
Tb927.8.3940	Tb927_08_v5.1	1176781	1180114	-	3334	507	329	178	1433
Tb927.8.3950	Tb927_08_v5.1	1180246	1183025	-	2780	1859	1487	372	4001
Tb927.8.3960	Tb927_08_v5.1	1183149	1185347	-	2199	764	701	63	2808
Tb927.8.3970	Tb927_08_v5.1	1185389	1187153	-	1765	1076	726	350	1451
Tb927.8.3980	Tb927_08_v5.1	1187352	1190098	-	2747	1096	949	147	2930
Tb927.8.3990	Tb927_08_v5.1	1190781	1191683	-	903	92	82	10	98
Tb927.8.4000	Tb927_08_v5.1;Tb927_08_v5.1	1191784;1191784	1193399;1194399	-;-	2616	773	472	301	2132
Tb927.8.4010	Tb927_08_v5.1	1196773	1198570	-	1798	1368	906	462	2575
Tb927.8.4020	Tb927_08_v5.1	1198726	1199587	-	862	430	365	65	895
Tb927.8.4030	Tb927_08_v5.1	1199747	1200400	-	654	164	123	41	195
Tb927.8.4040	Tb927_08_v5.1	1200841	1202506	-	1666	666	557	109	1099
Tb927.8.4050	Tb927_08_v5.1	1202658	1205703	-	3046	1356	1078	278	3174
Tb927.8.4060	Tb927_08_v5.1	1205897	1208187	-	2291	2443	1981	462	6642
Tb927.8.4070	Tb927_08_v5.1	1208344	1209205	-	862	294	247	47	719
Tb927.8.4080	Tb927_08_v5.1	1209317	1210018	-	702	142	113	29	162
Tb927.8.4090	Tb927_08_v5.1	1210209	1212124	-	1916	776	646	130	1723
Tb927.8.4100	Tb927_08_v5.1	1212951	1215321	-	2371	1130	875	255	2695
Tb927.8.4110	Tb927_08_v5.1	1215515	1217803	-	2289	2504	1968	536	6590
Tb927.8.4120	Tb927_08_v5.1	1217959	1218820	-	862	404	360	44	911
Tb927.8.4130	Tb927_08_v5.1	1218980	1219630	-	651	28	23	5	38
Tb927.8.4140	Tb927_08_v5.1	1219773	1221084	-	1312	130	127	3	1248
Tb927.8.4150	Tb927_08_v5.1	1221538	1222900	-	1363	448	384	64	963
Tb927.8.4160	Tb927_08_v5.1	1223054	1227104	-	4051	4219	2916	1303	7079
Tb927.8.4170	Tb927_08_v5.1	1227252	1230271	-	3020	524	502	22	1868
Tb927.8.4175	Tb927_08_v5.1	1230371	1231148	-	778	557	362	195	786
Tb927.8.4180	Tb927_08_v5.1	1231300	1232063	-	764	343	333	10	1387
Tb927.8.4190	Tb927_08_v5.1	1232612	1236099	-	3488	497	448	49	2329
Tb927.8.4200	Tb927_08_v5.1	1238448	1245924	-	7477	2059	1743	316	7041
Tb927.8.4210	Tb927_08_v5.1	1248877	1250284	-	1408	1620	1025	595	1933
Tb927.8.4220	Tb927_08_v5.1	1250473	1251983	-	1511	311	249	62	375
Tb927.8.4230	Tb927_08_v5.1	1252160	1256357	-	4198	1396	1295	101	7155
Tb927.8.4240	Tb927_08_v5.1	1257778	1262923	-	5146	3726	2678	1048	7248
Tb927.8.4250	Tb927_08_v5.1	1263258	1264876	-	1619	244	175	69	607
Tb927.8.4260	Tb927_08_v5.1	1266035	1268949	-	2915	1194	861	333	2232
Tb927.8.4270	Tb927_08_v5.1	1269407	1271602	-	2196	834	671	163	4602
Tb927.8.4280	Tb927_08_v5.1	1271779	1272890	-	1112	173	168	5	268
Tb927.8.4290	Tb927_08_v5.1	1272830	1274243	-	1414	610	475	135	1081
Tb927.8.4300	Tb927_08_v5.1	1274460	1276319	-	1860	618	457	161	37944
Tb927.8.4310	Tb927_08_v5.1	1276524	1279028	-	2505	589	520	69	1831
Tb927.8.4320	Tb927_08_v5.1	1279760	1284377	-	4618	984	877	107	3810
Tb927.8.4330	Tb927_08_v5.1	1285612	1287577	-	1966	133	110	23	400
Tb927.8.4340	Tb927_08_v5.1	1287470	1290048	-	2579	670	609	61	1722
Tb927.8.4350	Tb927_08_v5.1	1291050	1294230	-	3181	1476	1176	300	2891
Tb927.8.4360	Tb927_08_v5.1	1296185	1300670	-	4486	660	554	106	1985
Tb927.8.4370	Tb927_08_v5.1	1302405	1305188	-	2784	2418	1997	421	5525
Tb927.8.4380	Tb927_08_v5.1	1306377	1306784	-	408	20	18	2	45
Tb927.8.4390	Tb927_08_v5.1	1306914	1308814	-	1901	1021	884	137	2579
Tb927.8.4400	Tb927_08_v5.1	1309018	1311544	-	2527	3914	2076	1838	7763
Tb927.8.4410	Tb927_08_v5.1	1311690	1313361	-	1672	505	435	70	1504
Tb927.8.4420	Tb927_08_v5.1	1314334	1314901	-	568	83	75	8	1302
Tb927.8.4430	Tb927_08_v5.1	1315354	1316529	-	1176	255	242	13	345
Tb927.8.4440	Tb927_08_v5.1	1317567	1318945	-	1379	274	223	51	513
Tb927.8.4450	Tb927_08_v5.1	1319116	1320885	-	1770	1575	1406	169	5230
Tb927.8.4460	Tb927_08_v5.1	1321193	1324411	-	3219	2900	2076	824	12105
Tb927.8.4470	Tb927_08_v5.1;Tb927_08_v5.1	1324654;1324654	1325332;1325414	-;-	761	549	363	186	2166
Tb927.8.4480	Tb927_08_v5.1	1325629	1326793	-	1165	429	351	78	738
Tb927.8.4490	Tb927_08_v5.1	1327356	1328630	-	1275	23	23	0	24
Tb927.8.4500	Tb927_08_v5.1	1328765	1334535	-	5771	1001	898	103	2222
Tb927.8.4510	Tb927_08_v5.1	1334676	1337572	-	2897	1417	1197	220	4404
Tb927.8.4520	Tb927_08_v5.1	1338497	1339298	-	802	266	187	79	454
Tb927.8.4530	Tb927_08_v5.1	1339404	1341108	-	1705	583	550	33	1699
Tb927.8.4540	Tb927_08_v5.1	1346345	1349172	-	2828	567	477	90	1183
Tb927.8.4550	Tb927_08_v5.1	1349440	1350114	-	675	164	155	9	680
Tb927.8.4560	Tb927_08_v5.1	1351074	1354860	-	3787	488	332	156	597
Tb927.8.4570	Tb927_08_v5.1	1355017	1356795	-	1779	1337	1124	213	4352
Tb927.8.4580	Tb927_08_v5.1	1357004	1359085	-	2082	312	198	114	426
Tb927.8.4590	Tb927_08_v5.1	1358963	1360104	-	1142	266	223	43	335
Tb927.8.4600	Tb927_08_v5.1	1360215	1362017	-	1803	376	202	174	813
Tb927.8.4610	Tb927_08_v5.1	1362138	1363454	-	1317	211	178	33	1129
Tb927.8.4620	Tb927_08_v5.1	1364444	1365387	-	944	106	84	22	134
Tb927.8.4630	Tb927_08_v5.1	1365595	1366202	-	608	88	53	35	99
Tb927.8.4640	Tb927_08_v5.1	1366318	1367885	-	1568	1775	1158	617	2789
Tb927.8.4650	Tb927_08_v5.1	1367995	1368649	-	655	285	273	12	432
Tb927.8.4660	Tb927_08_v5.1	1368846	1372047	-	3202	264	216	48	664
Tb927.8.4670	Tb927_08_v5.1	1372419	1374172	-	1754	283	265	18	385
Tb927.8.4680	Tb927_08_v5.1	1374306	1375582	-	1277	644	357	287	1363
Tb927.8.4690	Tb927_08_v5.1	1375776	1376948	-	1173	553	432	121	877
Tb927.8.4695	Tb927_08_v5.1	1377090	1377526	-	437	198	121	77	244
Tb927.8.4700	Tb927_08_v5.1	1378393	1381585	-	3193	1887	1609	278	3189
Tb927.8.4710	Tb927_08_v5.1	1383120	1384566	-	1447	1143	913	230	1394
Tb927.8.4720	Tb927_08_v5.1	1384711	1387549	-	2839	1675	1342	333	2320
Tb927.8.4730	Tb927_08_v5.1	1387684	1390532	-	2849	1928	1532	396	2540
Tb927.8.4740	Tb927_08_v5.1	1390667	1393514	-	2848	2155	1756	399	2739
Tb927.8.4750	Tb927_08_v5.1	1393649	1396213	-	2565	1216	955	261	1909
Tb927.8.4760	Tb927_08_v5.1;Tb927_08_v5.1	1396417;1396417	1397156;1398072	-;-	1656	281	172	109	1094
Tb927.8.4770	Tb927_08_v5.1	1403343	1404288	-	946	194	169	25	623
Tb927.8.4780	Tb927_08_v5.1	1404852	1417416	-	12565	2454	2308	146	67234
Tb927.8.4790	Tb927_08_v5.1	1417546	1418959	-	1414	193	98	95	205
Tb927.8.4800	Tb927_08_v5.1	1419244	1420505	-	1262	509	395	114	2310
Tb927.8.4810	Tb927_08_v5.1	1420688	1421813	-	1126	83	72	11	87
Tb927.8.4820	Tb927_08_v5.1	1421915	1424477	-	2563	239	225	14	712
Tb927.8.4830	Tb927_08_v5.1	1424810	1425646	-	837	46	24	22	219
Tb927.8.4840	Tb927_08_v5.1	1425784	1429488	-	3705	486	459	27	1696
Tb927.8.4850	Tb927_08_v5.1	1429657	1430756	-	1100	579	482	97	774
Tb927.8.4860	Tb927_08_v5.1	1430923	1433034	-	2112	724	608	116	950
Tb927.8.4870	Tb927_08_v5.1	1433185	1437153	-	3969	1043	939	104	3935
Tb927.8.4880	Tb927_08_v5.1	1437486	1441527	-	4042	2038	1486	552	3715
Tb927.8.4890	Tb927_08_v5.1	1441654	1443256	-	1603	492	375	117	787
Tb927.8.4895	Tb927_08_v5.1	1450508	1451928	+	1421	43	42	1	51
Tb927.8.4900	Tb927_08_v5.1	1451476	1455473	+	3998	793	639	154	2259
Tb927.8.4910	Tb927_08_v5.1	1455605	1456104	+	500	791	498	293	2629
Tb927.8.4920	Tb927_08_v5.1	1456263	1458674	+	2412	434	367	67	758
Tb927.8.4930	Tb927_08_v5.1	1458866	1460096	+	1231	786	650	136	1448
Tb927.8.4940	Tb927_08_v5.1	1460323	1462238	+	1916	611	341	270	836
Tb927.8.4950	Tb927_08_v5.1	1463261	1467903	+	4643	1118	716	402	3278
Tb927.8.4960	Tb927_08_v5.1	1469613	1474602	+	4990	1065	863	202	2691
Tb927.8.4970	Tb927_08_v5.1	1474765	1476763	+	1999	35	34	1	286
Tb927.8.4980	Tb927_08_v5.1	1476908	1478917	+	2010	26	26	0	253
Tb927.8.4990	Tb927_08_v5.1	1479062	1480928	+	1867	26	24	2	240
Tb927.8.5000	Tb927_08_v5.1	1481216	1483225	+	2010	25	24	1	286
Tb927.8.5010	Tb927_08_v5.1	1483370	1485373	+	2004	24	23	1	262
Tb927.8.5020	Tb927_08_v5.1	1486226	1488214	+	1989	1285	560	725	4392
Tb927.8.5030	Tb927_08_v5.1	1488323	1488988	+	666	92	64	28	110
Tb927.8.5040	Tb927_08_v5.1	1489391	1490840	+	1450	244	158	86	276
Tb927.8.5050	Tb927_08_v5.1	1491031	1495547	+	4517	781	618	163	1621
Tb927.8.5060	Tb927_08_v5.1	1495866	1496635	+	770	166	110	56	175
Tb927.8.5070	Tb927_08_v5.1	1497502	1498602	+	1101	286	210	76	321
Tb927.8.5080	Tb927_08_v5.1	1498702	1502336	+	3635	1270	942	328	3808
Tb927.8.5090	Tb927_08_v5.1	1502444	1508604	+	6161	1322	1199	123	6396
Tb927.8.5100	Tb927_08_v5.1	1508989	1517783	+	8795	2023	1661	362	7059
Tb927.8.5110	Tb927_08_v5.1	1518170	1524300	+	6131	1085	978	107	2420
Tb927.8.5120	Tb927_08_v5.1	1526913	1528646	+	1734	206	185	21	1476
Tb927.8.5130	Tb927_08_v5.1	1529446	1531424	+	1979	555	427	128	1074
Tb927.8.5140	Tb927_08_v5.1	1531814	1534527	+	2714	1401	1028	373	2125
Tb927.8.5150	Tb927_08_v5.1	1534976	1535405	+	430	231	224	7	443
Tb927.8.5160	Tb927_08_v5.1	1535905	1541508	+	5604	2053	1560	493	5264
Tb927.8.5170	Tb927_08_v5.1	1541687	1546096	+	4410	3607	2382	1225	7213
Tb927.8.5180	Tb927_08_v5.1	1546221	1547088	+	868	212	172	40	420
Tb927.8.5190	Tb927_08_v5.1	1547169	1548699	+	1531	323	309	14	1059
Tb927.8.5200	Tb927_08_v5.1	1549441	1555421	+	5981	932	835	97	4580
Tb927.8.5210	Tb927_08_v5.1	1555578	1559174	+	3597	1387	996	391	3162
Tb927.8.5220	Tb927_08_v5.1	1559468	1562983	+	3516	2136	1676	460	5560
