# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003737.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003737.1.all.q/CM03_D_LG_S3/counts.txt" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam
Tb927.8.2340	Tb927_08_v5.1	703241	703794	+	554	2671	766	1905	4835
Tb927.8.2350	Tb927_08_v5.1	704416	705801	+	1386	1	0	1	1
Tb927.8.2360	Tb927_08_v5.1	705895	706679	+	785	1	0	1	1
Tb927.8.2370	Tb927_08_v5.1	706786	711807	+	5022	2370	1549	821	5919
Tb927.8.2380	Tb927_08_v5.1	712995	717111	+	4117	3055	1766	1289	7453
Tb927.8.2390	Tb927_08_v5.1	717467	722349	+	4883	3411	1601	1810	8402
Tb927.8.2395	Tb927_08_v5.1	722512	723148	+	637	0	0	0	0
Tb927.8.2400	Tb927_08_v5.1	723279	724400	+	1122	1824	742	1082	5698
Tb927.8.2410	Tb927_08_v5.1	724694	725801	+	1108	939	320	619	1573
Tb927.8.2420	Tb927_08_v5.1	725932	727403	+	1472	2806	1525	1281	13255
Tb927.8.2430	Tb927_08_v5.1	727512	731503	+	3992	450	409	41	2246
Tb927.8.2440	Tb927_08_v5.1	731962	732913	+	952	1037	610	427	3927
Tb927.8.2450	Tb927_08_v5.1	733142	734793	+	1652	1	1	0	1
Tb927.8.2460	Tb927_08_v5.1	734906	735789	+	884	11	1	10	11
Tb927.8.2470	Tb927_08_v5.1	736651	737076	+	426	207	0	207	209
Tb927.8.2480	Tb927_08_v5.1	737509	739280	+	1772	459	107	352	575
Tb8.NT.41	Tb927_08_v5.1	739390	739601	+	212	15	15	0	18
Tb927.8.2490	Tb927_08_v5.1	739706	740872	+	1167	1408	335	1073	2776
Tb927.8.2500	Tb927_08_v5.1	741004	741895	+	892	10	10	0	418
Tb927.8.2510	Tb927_08_v5.1	742173	743072	+	900	0	0	0	0
Tb927.8.2520	Tb927_08_v5.1	743167	748045	+	4879	1438	469	969	2207
Tb927.8.2530	Tb927_08_v5.1	747466	748791	+	1326	0	0	0	0
Tb927.8.2540	Tb927_08_v5.1	749345	751477	+	2133	2058	658	1400	4742
Tb927.8.2550	Tb927_08_v5.1	751641	755569	+	3929	2677	1355	1322	12983
Tb927.8.2560	Tb927_08_v5.1	755488	756437	+	950	866	531	335	2863
Tb927.8.2570	Tb927_08_v5.1	756297	758354	+	2058	2565	1111	1454	4272
Tb927.8.2580	Tb927_08_v5.1	758535	761843	+	3309	3134	1299	1835	7923
Tb927.8.2590	Tb927_08_v5.1	762392	764086	+	1695	732	512	220	2702
Tb927.8.2600	Tb927_08_v5.1	764939	766887	+	1949	422	381	41	1619
Tb8.NT.42	Tb927_08_v5.1	767297	767521	+	225	61	60	1	1035
Tb927.8.2610	Tb927_08_v5.1	767620	770026	+	2407	1093	329	764	2979
Tb927.8.2620	Tb927_08_v5.1	770837	773457	+	2621	154	100	54	3005
Tb927.8.2630	Tb927_08_v5.1	774188	776651	+	2464	150	97	53	211
Tb927.8.2640	Tb927_08_v5.1	778840	782385	+	3546	617	527	90	1636
Tb927.8.2650	Tb927_08_v5.1	783443	784773	+	1331	3297	1406	1891	8157
Tb927.8.2660	Tb927_08_v5.1	784906	791740	+	6835	1991	1631	360	7716
Tb927.8.2663	Tb927_08_v5.1	793455	793527	+	73	383	301	82	1361
Tb927.8.2666	Tb927_08_v5.1	793613	793684	-	72	83	82	1	241
Tb927.8.2670	Tb927_08_v5.1	794576	795942	+	1367	0	0	0	0
Tb927.8.2680	Tb927_08_v5.1;Tb927_08_v5.1	796080;796200	798142;798142	+;+	2063	3638	1702	1936	8363
Tb927.8.2690	Tb927_08_v5.1	798312	803188	+	4877	4199	1529	2670	8139
Tb927.8.2700	Tb927_08_v5.1	803368	804088	+	721	31	6	25	73
Tb927.8.2710	Tb927_08_v5.1	804341	806699	+	2359	2058	1202	856	6287
Tb927.8.2720	Tb927_08_v5.1	806855	808193	+	1339	1395	717	678	3180
Tb927.8.2730	Tb927_08_v5.1	808337	810316	+	1980	1182	694	488	3563
Tb927.8.2740	Tb927_08_v5.1	810416	811569	+	1154	1	1	0	1
Tb927.8.2750	Tb927_08_v5.1	813362	815396	+	2035	5	3	2	5
Tb927.8.2760	Tb927_08_v5.1	815506	817052	+	1547	1412	738	674	5264
Tb927.8.2770	Tb927_08_v5.1	817161	828121	+	10961	5790	3402	2388	18242
Tb927.8.2780	Tb927_08_v5.1	828306	830608	+	2303	97	94	3	1830
Tb927.8.2790	Tb927_08_v5.1	837609	837978	+	370	1	0	1	1
Tb927.8.2800	Tb927_08_v5.1	838351	839679	+	1329	68	68	0	488
Tb927.8.2810	Tb927_08_v5.1	839858	842576	+	2719	1613	370	1243	4602
Tb927.8.2820	Tb927_08_v5.1	842710	847057	+	4348	145	143	2	2090
Tb927.8.2830	Tb927_08_v5.1	847223	850113	+	2891	2862	1532	1330	8360
Tb927.8.2840	Tb927_08_v5.1	850222	851750	+	1529	509	291	218	1384
Tb927.8.2850	Tb927_08_v5.1	851926	853813	+	1888	2	2	0	2
Tb927.8.2851	Tb927_08_v5.1	854289	854362	-	74	36	35	1	107
Tb927.8.2852	Tb927_08_v5.1	854457	854528	+	72	35	32	3	38
Tb927.8.2853	Tb927_08_v5.1	854585	854657	+	73	17	6	11	17
Tb927.8.2854	Tb927_08_v5.1	854728	854800	+	73	21	3	18	21
Tb927.8.2855	Tb927_08_v5.1	857771	857845	-	75	485	467	18	1824
Tb927.8.2856	Tb927_08_v5.1	858106	858177	+	72	252	230	22	905
Tb927.8.2857	Tb927_08_v5.1	858265	858346	+	82	0	0	0	0
Tb927.8.2858	Tb927_08_v5.1	858430	858501	-	72	0	0	0	0
Tb927.8.2859	Tb927_08_v5.1	858599	858670	+	72	0	0	0	0
Tb927.8.2861	Tb927_08_v5.1	860996	861256	-	261	2	2	0	19
Tb927.8.2862	Tb927_08_v5.1	861366	861438	+	73	0	0	0	0
Tb927.8.2863	Tb927_08_v5.1	861528	861599	-	72	0	0	0	0
Tb927.8.2864	Tb927_08_v5.1	861696	861839	+	144	0	0	0	0
Tb927.8.2860	Tb927_08_v5.1	865406	868405	-	3000	2879	1585	1294	7481
Tb927.8.2870	Tb927_08_v5.1	868587	870845	-	2259	1732	578	1154	2642
Tb927.8.2880	Tb927_08_v5.1	871639	876199	-	4561	973	540	433	2618
Tb927.8.2890	Tb927_08_v5.1	877266	881560	+	4295	11263	358	10905	16633
Tb927.8.2900	Tb927_08_v5.1	881054	882552	+	1499	890	558	332	2362
Tb927.8.2910	Tb927_08_v5.1	882700	884542	+	1843	789	586	203	1556
Tb927.8.2920	Tb927_08_v5.1	884672	886562	+	1891	784	539	245	1821
Tb927.8.2930	Tb927_08_v5.1	886692	888582	+	1891	1470	728	742	2337
Tb927.8.2940	Tb927_08_v5.1	888712	890063	+	1352	862	626	236	2061
Tb927.8.2950	Tb927_08_v5.1	890660	892135	+	1476	1833	1022	811	4042
Tb927.8.2960	Tb927_08_v5.1	892457	895249	+	2793	699	639	60	2533
Tb927.8.2970	Tb927_08_v5.1	895680	896648	+	969	0	0	0	0
Tb927.8.2980	Tb927_08_v5.1	898038	899291	+	1254	183	180	3	934
Tb927.8.2990	Tb927_08_v5.1	899534	900554	+	1021	1	1	0	3
Tb927.8.3000	Tb927_08_v5.1	900877	903219	+	2343	241	239	2	4521
Tb927.8.3010	Tb927_08_v5.1	903367	905676	+	2310	577	323	254	5236
Tb927.8.3020	Tb927_08_v5.1	907271	914486	+	7216	2854	1426	1428	8245
Tb927.8.3040	Tb927_08_v5.1	915592	916338	+	747	1	0	1	1
Tb927.8.3050	Tb927_08_v5.1	917060	918842	+	1783	1737	552	1185	2915
Tb927.8.3060	Tb927_08_v5.1	919791	921969	+	2179	125	112	13	152
Tb927.8.3070	Tb927_08_v5.1	923165	923784	+	620	0	0	0	0
Tb927.8.3080	Tb927_08_v5.1	923893	928177	+	4285	3331	1650	1681	9175
Tb927.8.3090	Tb927_08_v5.1	928316	928903	+	588	0	0	0	0
Tb927.8.3100	Tb927_08_v5.1	929023	931414	+	2392	1511	595	916	2669
Tb927.8.3110	Tb927_08_v5.1	932081	933421	+	1341	1263	940	323	3170
Tb927.8.3120	Tb927_08_v5.1	933670	934249	+	580	681	343	338	1257
Tb927.8.3130	Tb927_08_v5.1	934396	935861	+	1466	400	382	18	1593
Tb927.8.3140	Tb927_08_v5.1	936145	937388	+	1244	0	0	0	0
Tb927.8.3150	Tb927_08_v5.1	937529	939999	+	2471	1	0	1	1
Tb927.8.3160	Tb927_08_v5.1	940827	942770	+	1944	113	109	4	3642
Tb927.8.3170	Tb927_08_v5.1	942887	945326	+	2440	267	257	10	1353
Tb927.8.3180	Tb927_08_v5.1	946020	950296	+	4277	1378	859	519	6458
Tb927.8.3190	Tb927_08_v5.1	950123	951294	+	1172	2295	211	2084	7951
Tb927.8.3200	Tb927_08_v5.1	952046	956786	+	4741	1777	638	1139	3692
Tb927.8.3210	Tb927_08_v5.1	957648	958463	+	816	1374	4	1370	1403
Tb927.8.3220	Tb927_08_v5.1	958592	961483	+	2892	377	364	13	1988
Tb927.8.3230	Tb927_08_v5.1	962801	964670	+	1870	913	607	306	4880
Tb927.8.3240	Tb927_08_v5.1	965524	966752	+	1229	2	0	2	2
Tb927.8.3250	Tb927_08_v5.1	966984	981752	+	14769	30	25	5	651
Tb927.8.3260	Tb927_08_v5.1	982183	983490	+	1308	1257	387	870	2973
Tb927.8.3270	Tb927_08_v5.1	983405	984190	+	786	232	209	23	1261
Tb927.8.3280	Tb927_08_v5.1	984411	985998	+	1588	3189	705	2484	5666
Tb927.8.3290	Tb927_08_v5.1	986144	992324	+	6181	5037	2270	2767	11332
Tb927.8.3300	Tb927_08_v5.1	992460	994554	+	2095	2130	671	1459	4916
Tb927.8.3310	Tb927_08_v5.1	994927	996965	+	2039	934	857	77	2753
Tb927.8.3320	Tb927_08_v5.1	997379	998882	+	1504	1	1	0	14
Tb927.8.3330	Tb927_08_v5.1	999017	1000719	+	1703	70	66	4	646
Tb927.8.3340	Tb927_08_v5.1	1000877	1002162	+	1286	1338	862	476	4082
Tb927.8.3350	Tb927_08_v5.1	1003807	1007745	+	3939	1787	1430	357	8748
Tb927.8.3360	Tb927_08_v5.1	1007867	1008586	+	720	181	169	12	785
Tb927.8.3370	Tb927_08_v5.1	1008745	1009828	+	1084	587	427	160	1692
Tb927.8.3380	Tb927_08_v5.1	1010068	1012000	+	1933	1273	948	325	4819
Tb927.8.3390	Tb927_08_v5.1	1012116	1012992	+	877	503	363	140	932
Tb927.8.3400	Tb927_08_v5.1	1013755	1015700	+	1946	2173	1085	1088	5582
Tb927.8.3410	Tb927_08_v5.1	1016136	1020924	+	4789	1173	569	604	4982
Tb927.8.3420	Tb927_08_v5.1	1023591	1024401	+	811	486	436	50	2657
Tb927.8.3430	Tb927_08_v5.1	1024623	1026506	+	1884	85	81	4	292
Tb927.8.3440	Tb927_08_v5.1	1026699	1027402	+	704	0	0	0	0
Tb927.8.3450	Tb927_08_v5.1	1027645	1028213	+	569	732	426	306	5455
Tb927.8.3460	Tb927_08_v5.1	1028680	1032263	+	3584	3664	1221	2443	7816
Tb927.8.3470	Tb927_08_v5.1	1032399	1033518	+	1120	32	31	1	49
Tb927.8.3480	Tb927_08_v5.1	1033628	1035616	+	1989	1	0	1	1
Tb927.8.3490	Tb927_08_v5.1	1036853	1040120	+	3268	694	411	283	1999
Tb927.8.3500	Tb927_08_v5.1	1040310	1043317	+	3008	3606	1869	1737	13871
Tb927.8.3510	Tb927_08_v5.1	1043446	1044492	+	1047	796	310	486	1534
Tb927.8.3520	Tb927_08_v5.1	1046889	1048728	+	1840	706	537	169	1452
Tb927.8.3521	Tb927_08_v5.1	1049850	1050154	+	305	3	3	0	3
Tb927.8.3523	Tb927_08_v5.1	1053326	1053397	-	72	36	24	12	114
Tb927.8.3526	Tb927_08_v5.1	1053540	1053611	+	72	32	8	24	124
Tb927.8.3530	Tb927_08_v5.1	1057219	1058646	-	1428	39	39	0	908
Tb927.8.3540	Tb927_08_v5.1	1058779	1062883	-	4105	7346	2200	5146	11572
Tb927.8.3550	Tb927_08_v5.1	1063078	1067745	-	4668	645	586	59	1499
Tb927.8.3560	Tb927_08_v5.1	1068708	1071969	-	3262	2311	878	1433	3381
Tb927.8.3570	Tb927_08_v5.1	1073820	1075990	-	2171	1713	1114	599	4818
Tb927.8.3580	Tb927_08_v5.1	1076641	1078261	-	1621	1171	822	349	3228
Tb927.8.3590	Tb927_08_v5.1	1078979	1081204	-	2226	1293	672	621	3123
Tb927.8.3600	Tb927_08_v5.1	1081372	1081911	-	540	228	201	27	1234
Tb927.8.3610	Tb927_08_v5.1	1082670	1084035	-	1366	2805	1305	1500	8960
Tb927.8.3620	Tb927_08_v5.1	1084687	1087444	-	2758	547	413	134	4119
Tb927.8.3630	Tb927_08_v5.1	1088840	1090808	-	1969	506	305	201	1300
Tb927.8.3640	Tb927_08_v5.1	1090900	1092384	-	1485	1	0	1	1
Tb927.8.3650	Tb927_08_v5.1	1092811	1095640	-	2830	812	612	200	2687
Tb927.8.3660	Tb927_08_v5.1	1095758	1099007	-	3250	2658	1352	1306	6422
Tb927.8.3680	Tb927_08_v5.1	1099237	1102869	-	3633	3004	1303	1701	5572
Tb927.8.3690	Tb927_08_v5.1	1104950	1106521	-	1572	1	0	1	1
Tb927.8.3700	Tb927_08_v5.1	1106333	1112017	-	5685	4842	1800	3042	11920
Tb927.8.3710	Tb927_08_v5.1	1112178	1115015	-	2838	3447	1517	1930	9459
Tb927.8.3720	Tb927_08_v5.1	1114848	1116794	-	1947	806	635	171	2278
Tb927.8.3730	Tb927_08_v5.1	1117169	1118665	-	1497	380	356	24	1272
Tb927.8.3740	Tb927_08_v5.1	1118415	1119755	-	1341	23	23	0	25
Tb927.8.3750	Tb927_08_v5.1	1120048	1122401	-	2354	46	42	4	80
Tb927.8.3770	Tb927_08_v5.1	1122334	1125656	-	3323	1367	604	763	2999
Tb927.8.3780	Tb927_08_v5.1	1126319	1127296	-	978	1241	666	575	2766
Tb927.8.3790	Tb927_08_v5.1	1127411	1128678	-	1268	1194	991	203	6985
Tb927.8.3800	Tb927_08_v5.1	1128820	1131277	-	2458	889	663	226	5666
Tb927.8.3810	Tb927_08_v5.1	1131445	1134388	-	2944	1191	549	642	5623
Tb927.8.3820	Tb927_08_v5.1	1134779	1139104	-	4326	2420	1437	983	5988
Tb927.8.3830	Tb927_08_v5.1	1139273	1142237	-	2965	2462	789	1673	6044
Tb927.8.3840	Tb927_08_v5.1	1142361	1145732	-	3372	3326	1796	1530	8990
Tb927.8.3850	Tb927_08_v5.1	1147084	1150324	-	3241	1038	555	483	2842
Tb927.8.3860	Tb927_08_v5.1	1150423	1151824	-	1402	483	187	296	677
Tb927.8.3870	Tb927_08_v5.1	1151890	1155753	-	3864	2013	975	1038	2668
Tb927.8.3880	Tb927_08_v5.1;Tb927_08_v5.1	1157195;1157195	1158440;1159616	-;-	2422	410	355	55	748
Tb927.8.3890	Tb927_08_v5.1	1159755	1162242	-	2488	482	426	56	1637
Tb927.8.3900	Tb927_08_v5.1	1162882	1164214	-	1333	422	335	87	4181
Tb927.8.3910	Tb927_08_v5.1	1164485	1165531	-	1047	818	501	317	2273
Tb927.8.3920	Tb927_08_v5.1	1165659	1168666	-	3008	2299	1418	881	7952
Tb927.8.3930	Tb927_08_v5.1	1168776	1172000	-	3225	434	161	273	591
Tb927.8.3940	Tb927_08_v5.1	1176781	1180114	-	3334	4528	1091	3437	9161
Tb927.8.3950	Tb927_08_v5.1	1180246	1183025	-	2780	3920	1611	2309	8696
Tb927.8.3960	Tb927_08_v5.1	1183149	1185347	-	2199	277	233	44	451
Tb927.8.3970	Tb927_08_v5.1	1185389	1187153	-	1765	1808	448	1360	2618
Tb927.8.3980	Tb927_08_v5.1	1187352	1190098	-	2747	2765	1786	979	7655
Tb927.8.3990	Tb927_08_v5.1	1190781	1191683	-	903	362	254	108	1030
Tb927.8.4000	Tb927_08_v5.1;Tb927_08_v5.1	1191784;1191784	1193399;1194399	-;-	2616	554	278	276	3924
Tb927.8.4010	Tb927_08_v5.1	1196773	1198570	-	1798	4	3	1	4
Tb927.8.4020	Tb927_08_v5.1	1198726	1199587	-	862	0	0	0	0
Tb927.8.4030	Tb927_08_v5.1	1199747	1200400	-	654	1	1	0	1
Tb927.8.4040	Tb927_08_v5.1	1200841	1202506	-	1666	750	499	251	1101
Tb927.8.4050	Tb927_08_v5.1	1202658	1205703	-	3046	5080	2560	2520	13820
Tb927.8.4060	Tb927_08_v5.1	1205897	1208187	-	2291	706	507	199	2118
Tb927.8.4070	Tb927_08_v5.1	1208344	1209205	-	862	1	1	0	1
Tb927.8.4080	Tb927_08_v5.1	1209317	1210018	-	702	1	1	0	1
Tb927.8.4090	Tb927_08_v5.1	1210209	1212124	-	1916	807	527	280	1216
Tb927.8.4100	Tb927_08_v5.1	1212951	1215321	-	2371	4367	1920	2447	11244
Tb927.8.4110	Tb927_08_v5.1	1215515	1217803	-	2289	698	487	211	1617
Tb927.8.4120	Tb927_08_v5.1	1217959	1218820	-	862	1	0	1	1
Tb927.8.4130	Tb927_08_v5.1	1218980	1219630	-	651	0	0	0	0
Tb927.8.4140	Tb927_08_v5.1	1219773	1221084	-	1312	105	102	3	541
Tb927.8.4150	Tb927_08_v5.1	1221538	1222900	-	1363	1189	641	548	4094
Tb927.8.4160	Tb927_08_v5.1	1223054	1227104	-	4051	12780	3727	9053	29535
Tb927.8.4170	Tb927_08_v5.1	1227252	1230271	-	3020	1	0	1	1
Tb927.8.4175	Tb927_08_v5.1	1230371	1231148	-	778	1747	857	890	6240
Tb927.8.4180	Tb927_08_v5.1	1231300	1232063	-	764	332	311	21	997
Tb927.8.4190	Tb927_08_v5.1	1232612	1236099	-	3488	73	31	42	75
Tb927.8.4200	Tb927_08_v5.1	1238448	1245924	-	7477	1666	1083	583	8300
Tb927.8.4210	Tb927_08_v5.1	1248877	1250284	-	1408	123	121	2	2703
Tb927.8.4220	Tb927_08_v5.1	1250473	1251983	-	1511	1218	443	775	2449
Tb927.8.4230	Tb927_08_v5.1	1252160	1256357	-	4198	660	553	107	2884
Tb927.8.4240	Tb927_08_v5.1	1257778	1262923	-	5146	9326	2393	6933	21505
Tb927.8.4250	Tb927_08_v5.1	1263258	1264876	-	1619	1138	683	455	3142
Tb927.8.4260	Tb927_08_v5.1	1266035	1268949	-	2915	3	1	2	3
Tb927.8.4270	Tb927_08_v5.1	1269407	1271602	-	2196	865	330	535	4392
Tb927.8.4280	Tb927_08_v5.1	1271779	1272890	-	1112	417	387	30	961
Tb927.8.4290	Tb927_08_v5.1	1272830	1274243	-	1414	0	0	0	0
Tb927.8.4300	Tb927_08_v5.1	1274460	1276319	-	1860	231	145	86	16374
Tb927.8.4310	Tb927_08_v5.1	1276524	1279028	-	2505	605	508	97	3859
Tb927.8.4320	Tb927_08_v5.1	1279760	1284377	-	4618	19	19	0	668
Tb927.8.4330	Tb927_08_v5.1	1285612	1287577	-	1966	734	502	232	2143
Tb927.8.4340	Tb927_08_v5.1	1287470	1290048	-	2579	895	701	194	6378
Tb927.8.4350	Tb927_08_v5.1	1291050	1294230	-	3181	2603	1863	740	6422
Tb927.8.4360	Tb927_08_v5.1	1296185	1300670	-	4486	1431	956	475	7617
Tb927.8.4370	Tb927_08_v5.1	1302405	1305188	-	2784	669	593	76	2829
Tb927.8.4380	Tb927_08_v5.1	1306377	1306784	-	408	0	0	0	0
Tb927.8.4390	Tb927_08_v5.1	1306914	1308814	-	1901	1000	500	500	1849
Tb927.8.4400	Tb927_08_v5.1	1309018	1311544	-	2527	1630	693	937	3971
Tb927.8.4410	Tb927_08_v5.1	1311690	1313361	-	1672	405	375	30	1281
Tb927.8.4420	Tb927_08_v5.1	1314334	1314901	-	568	64	64	0	1533
Tb927.8.4430	Tb927_08_v5.1	1315354	1316529	-	1176	642	394	248	1519
Tb927.8.4440	Tb927_08_v5.1	1317567	1318945	-	1379	555	201	354	811
Tb927.8.4450	Tb927_08_v5.1	1319116	1320885	-	1770	2442	1685	757	11824
Tb927.8.4460	Tb927_08_v5.1	1321193	1324411	-	3219	1178	863	315	6413
Tb927.8.4470	Tb927_08_v5.1;Tb927_08_v5.1	1324654;1324654	1325332;1325414	-;-	761	566	371	195	2976
Tb927.8.4480	Tb927_08_v5.1	1325629	1326793	-	1165	92	87	5	1880
Tb927.8.4490	Tb927_08_v5.1	1327356	1328630	-	1275	1	0	1	1
Tb927.8.4500	Tb927_08_v5.1	1328765	1334535	-	5771	1661	1000	661	3894
Tb927.8.4510	Tb927_08_v5.1	1334676	1337572	-	2897	279	268	11	912
Tb927.8.4520	Tb927_08_v5.1	1338497	1339298	-	802	131	126	5	479
Tb927.8.4530	Tb927_08_v5.1	1339404	1341108	-	1705	235	168	67	1105
Tb927.8.4540	Tb927_08_v5.1	1346345	1349172	-	2828	8	7	1	97
Tb927.8.4550	Tb927_08_v5.1	1349440	1350114	-	675	22	22	0	1071
Tb927.8.4560	Tb927_08_v5.1	1351074	1354860	-	3787	3795	586	3209	5615
Tb927.8.4570	Tb927_08_v5.1	1355017	1356795	-	1779	1600	803	797	3573
Tb927.8.4580	Tb927_08_v5.1	1357004	1359085	-	2082	8	5	3	56
Tb927.8.4590	Tb927_08_v5.1	1358963	1360104	-	1142	5	5	0	40
Tb927.8.4600	Tb927_08_v5.1	1360215	1362017	-	1803	1378	801	577	6352
Tb927.8.4610	Tb927_08_v5.1	1362138	1363454	-	1317	139	99	40	170
Tb927.8.4620	Tb927_08_v5.1	1364444	1365387	-	944	0	0	0	0
Tb927.8.4630	Tb927_08_v5.1	1365595	1366202	-	608	168	158	10	511
Tb927.8.4640	Tb927_08_v5.1	1366318	1367885	-	1568	585	168	417	729
Tb927.8.4650	Tb927_08_v5.1	1367995	1368649	-	655	0	0	0	0
Tb927.8.4660	Tb927_08_v5.1	1368846	1372047	-	3202	422	281	141	1179
Tb927.8.4670	Tb927_08_v5.1	1372419	1374172	-	1754	1034	800	234	3575
Tb927.8.4680	Tb927_08_v5.1	1374306	1375582	-	1277	929	474	455	4549
Tb927.8.4690	Tb927_08_v5.1	1375776	1376948	-	1173	691	492	199	1547
Tb927.8.4695	Tb927_08_v5.1	1377090	1377526	-	437	0	0	0	0
Tb927.8.4700	Tb927_08_v5.1	1378393	1381585	-	3193	3682	2757	925	6929
Tb927.8.4710	Tb927_08_v5.1	1383120	1384566	-	1447	3573	2328	1245	6560
Tb927.8.4720	Tb927_08_v5.1	1384711	1387549	-	2839	5496	3755	1741	10788
Tb927.8.4730	Tb927_08_v5.1	1387684	1390532	-	2849	5225	3370	1855	8942
Tb927.8.4740	Tb927_08_v5.1	1390667	1393514	-	2848	5510	3682	1828	9016
Tb927.8.4750	Tb927_08_v5.1	1393649	1396213	-	2565	2471	1510	961	4942
Tb927.8.4760	Tb927_08_v5.1;Tb927_08_v5.1	1396417;1396417	1397156;1398072	-;-	1656	1635	718	917	5871
Tb927.8.4770	Tb927_08_v5.1	1403343	1404288	-	946	343	291	52	1895
Tb927.8.4780	Tb927_08_v5.1	1404852	1417416	-	12565	78	71	7	448
Tb927.8.4790	Tb927_08_v5.1	1417546	1418959	-	1414	51	51	0	87
Tb927.8.4800	Tb927_08_v5.1	1419244	1420505	-	1262	32	32	0	660
Tb927.8.4810	Tb927_08_v5.1	1420688	1421813	-	1126	585	251	334	1122
Tb927.8.4820	Tb927_08_v5.1	1421915	1424477	-	2563	631	473	158	2690
Tb927.8.4830	Tb927_08_v5.1	1424810	1425646	-	837	841	181	660	2882
Tb927.8.4840	Tb927_08_v5.1	1425784	1429488	-	3705	9	9	0	11
Tb927.8.4850	Tb927_08_v5.1	1429657	1430756	-	1100	713	314	399	3733
Tb927.8.4860	Tb927_08_v5.1	1430923	1433034	-	2112	676	343	333	2473
Tb927.8.4870	Tb927_08_v5.1	1433185	1437153	-	3969	2	0	2	2
Tb927.8.4880	Tb927_08_v5.1	1437486	1441527	-	4042	5936	1602	4334	12543
Tb927.8.4890	Tb927_08_v5.1	1441654	1443256	-	1603	390	231	159	675
Tb927.8.4895	Tb927_08_v5.1	1450508	1451928	+	1421	372	274	98	1187
Tb927.8.4900	Tb927_08_v5.1	1451476	1455473	+	3998	1549	510	1039	3793
Tb927.8.4910	Tb927_08_v5.1	1455605	1456104	+	500	0	0	0	0
Tb927.8.4920	Tb927_08_v5.1	1456263	1458674	+	2412	1	0	1	1
Tb927.8.4930	Tb927_08_v5.1	1458866	1460096	+	1231	1676	755	921	8109
Tb927.8.4940	Tb927_08_v5.1	1460323	1462238	+	1916	568	301	267	756
Tb927.8.4950	Tb927_08_v5.1	1463261	1467903	+	4643	394	361	33	1799
Tb927.8.4960	Tb927_08_v5.1	1469613	1474602	+	4990	1600	595	1005	4097
Tb927.8.4970	Tb927_08_v5.1	1474765	1476763	+	1999	57	55	2	154
Tb927.8.4980	Tb927_08_v5.1	1476908	1478917	+	2010	4	4	0	66
Tb927.8.4990	Tb927_08_v5.1	1479062	1480928	+	1867	3	3	0	69
Tb927.8.5000	Tb927_08_v5.1	1481216	1483225	+	2010	5	4	1	74
Tb927.8.5010	Tb927_08_v5.1	1483370	1485373	+	2004	7	6	1	73
Tb927.8.5020	Tb927_08_v5.1	1486226	1488214	+	1989	1	0	1	1
Tb927.8.5030	Tb927_08_v5.1	1488323	1488988	+	666	0	0	0	0
Tb927.8.5040	Tb927_08_v5.1	1489391	1490840	+	1450	72	71	1	1685
Tb927.8.5050	Tb927_08_v5.1	1491031	1495547	+	4517	1535	841	694	6194
Tb927.8.5060	Tb927_08_v5.1	1495866	1496635	+	770	219	213	6	1159
Tb927.8.5070	Tb927_08_v5.1	1497502	1498602	+	1101	0	0	0	0
Tb927.8.5080	Tb927_08_v5.1	1498702	1502336	+	3635	717	568	149	3148
Tb927.8.5090	Tb927_08_v5.1	1502444	1508604	+	6161	1644	1327	317	8643
Tb927.8.5100	Tb927_08_v5.1	1508989	1517783	+	8795	3360	1806	1554	13157
Tb927.8.5110	Tb927_08_v5.1	1518170	1524300	+	6131	1526	1336	190	6790
Tb927.8.5120	Tb927_08_v5.1	1526913	1528646	+	1734	195	177	18	1649
Tb927.8.5130	Tb927_08_v5.1	1529446	1531424	+	1979	1	0	1	1
Tb927.8.5140	Tb927_08_v5.1	1531814	1534527	+	2714	1454	396	1058	1969
Tb927.8.5150	Tb927_08_v5.1	1534976	1535405	+	430	241	225	16	494
Tb927.8.5160	Tb927_08_v5.1	1535905	1541508	+	5604	4810	1706	3104	10989
Tb927.8.5170	Tb927_08_v5.1	1541687	1546096	+	4410	6526	2654	3872	17789
Tb927.8.5180	Tb927_08_v5.1	1546221	1547088	+	868	791	212	579	1414
Tb927.8.5190	Tb927_08_v5.1	1547169	1548699	+	1531	363	240	123	958
Tb927.8.5200	Tb927_08_v5.1	1549441	1555421	+	5981	70	64	6	115
